element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Li,2,"=""""","=""532.949""","=""0.004""","=""""","=""7.6822e+05""",AAA,"=""[581884.71]""","=""[600643.03]""","=""1s.4p""","=""3P*""","=""0""","=""1s.7s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""532.960""","=""0.004""","=""""","=""2.3047e+06""",AAA,"=""[581885.11]""","=""[600643.03]""","=""1s.4p""","=""3P*""","=""1""","=""1s.7s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""532.980""","=""0.004""","=""""","=""3.8412e+06""",AAA,"=""[581885.83]""","=""[600643.03]""","=""1s.4p""","=""3P*""","=""2""","=""1s.7s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.153""","=""0.004""","=""""","=""1.589e+06""",AA,"=""[582612.54]""","=""[601120.68]""","=""1s.4d""","=""3D""","=""2""","=""1s.7f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.175""","=""0.008""","=""""","=""9.9189e+06""",AAA,"=""[582612.15]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""1""","=""1s.7f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.172""","=""0.004""","=""""","=""2.130e+05""",AA,"=""[582613.20]""","=""[601120.68]""","=""1s.4d""","=""3D""","=""3""","=""1s.7f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.186""","=""0.007""","=""""","=""1.8365e+06""",AAA,"=""[582612.54]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.186""","=""0.007""","=""""","=""8.9075e+06""",AAA,"=""[582612.54]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.205""","=""0.007""","=""""","=""5.2482e+04""",AAA,"=""[582613.20]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.205""","=""0.007""","=""""","=""1.0990e+06""",AAA,"=""[582613.20]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.205""","=""0.007""","=""""","=""1.1808e+07""",AAA,"=""[582613.20]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.665""","=""0.005""","=""""","=""9.9778e+06""",AAA,"=""[582630.08]""","=""[601120.68]""","=""1s.4d""","=""1D""","=""2""","=""1s.7f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.698""","=""0.007""","=""""","=""3.693e+02""",AA,"=""[582630.08]""","=""[601119.54]""","=""1s.4d""","=""1D""","=""2""","=""1s.7f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.698""","=""0.007""","=""""","=""1.796e+06""",AA,"=""[582630.08]""","=""[601119.54]""","=""1s.4d""","=""1D""","=""2""","=""1s.7f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.091""","=""0.005""","=""""","=""5.193e+04""",AA,"=""[582642.10]""","=""[601118.15]""","=""1s.4f""","=""3F*""","=""3""","=""1s.7d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.122""","=""0.005""","=""""","=""1.3011e+05""",AAA,"=""[582643.17]""","=""[601118.15]""","=""1s.4f""","=""1F*""","=""3""","=""1s.7d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.205""","=""0.004""","=""""","=""4.2047e+02""",AAA,"=""[582642.10]""","=""[601114.24]""","=""1s.4f""","=""3F*""","=""2""","=""1s.7d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.205""","=""0.004""","=""""","=""1.0369e+04""",AAA,"=""[582642.10]""","=""[601114.24]""","=""1s.4f""","=""3F*""","=""3""","=""1s.7d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.205""","=""0.004""","=""""","=""1.7029e+05""",AAA,"=""[582642.10]""","=""[601114.24]""","=""1s.4f""","=""3F*""","=""4""","=""1s.7d""","=""3D""","=""3""",9,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.225""","=""0.004""","=""""","=""2.0600e+04""",AAA,"=""[582642.10]""","=""[601113.58]""","=""1s.4f""","=""3F*""","=""2""","=""1s.7d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.225""","=""0.004""","=""""","=""1.1797e+05""",AAA,"=""[582642.10]""","=""[601113.58]""","=""1s.4f""","=""3F*""","=""3""","=""1s.7d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.236""","=""0.007""","=""""","=""1.8543e+05""",AAA,"=""[582642.10]""","=""[601113.19]""","=""1s.4f""","=""3F*""","=""2""","=""1s.7d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.237""","=""0.004""","=""""","=""4.347e+03""",AA,"=""[582643.17]""","=""[601114.24]""","=""1s.4f""","=""1F*""","=""3""","=""1s.7d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.256""","=""0.004""","=""""","=""4.686e+04""",AA,"=""[582643.17]""","=""[601113.58]""","=""1s.4f""","=""1F*""","=""3""","=""1s.7d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""539.3""","=""0.9""","=""""","=""7.4249e+05""",AAA,"=""[582630.08]""","=""[601169]""","=""1s.4d""","=""1D""","=""2""","=""1s.7p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""546.84""","=""0.04""","=""""","=""8.5185e+06""",AAA,"=""[582836.5]""","=""[601118.15]""","=""1s.4p""","=""1P*""","=""1""","=""1s.7d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""548.355""","=""548.346""","=""0.004""","=""600c""","=""2.2726e+07""",AAA,"=""[476034.11]""","=""[494265.70]""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L7397""",
Li,2,"=""""","=""548.440""","=""0.004""","=""""","=""2.2727e+07""",AAA,"=""[476034.11]""","=""[494262.57]""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""548.565""","=""548.509""","=""0.004""","=""600c""","=""2.2720e+07""",AAA,"=""[476034.11]""","=""[494260.30]""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L7397""",
Li,2,"=""""","=""552.54""","=""0.07""","=""""","=""5.6589e+06""",AAA,"=""[582836.5]""","=""[600929.7]""","=""1s.4p""","=""1P*""","=""1""","=""1s.7s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,2,"=""""","=""565.388""","=""0.005""","=""""","=""4.5795e+06""",AAA,"=""[579980.46]""","=""[597662.53]""","=""1s.4s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""565.409""","=""0.005""","=""""","=""4.5797e+06""",AAA,"=""[579980.46]""","=""[597661.86]""","=""1s.4s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""565.421""","=""0.005""","=""""","=""4.5795e+06""",AAA,"=""[579980.46]""","=""[597661.48]""","=""1s.4s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,1,"=""610.354""","=""610.353""","=""0.005""","=""320""","=""5.7138e+07""",AAA,"=""14903.66""","=""31283.08""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.3d""","=""2D""","=""3/2""",2,4,,"=""T6505LS""","=""L7397""",
Li,1,"=""""","=""610.364""","=""0.005""","=""""","=""6.8562e+07""",AAA,"=""14904.00""","=""31283.12""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.3d""","=""2D""","=""5/2""",4,6,,"=""T6505LS""","=""""",
Li,1,"=""610.365""","=""610.366""","=""0.005""","=""320""","=""1.1427e+07""",AAA,"=""14904.00""","=""31283.08""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.3d""","=""2D""","=""3/2""",4,4,,"=""T6505LS""","=""L7397""",
Li,2,"=""""","=""613.864""","=""0.008""","=""""","=""2.166e+01""",AA,"=""[581595.90]""","=""[597881.65]""","=""1s.4s""","=""1S""","=""0""","=""1s.6d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
Li,2,"=""""","=""611.81""","=""0.19""","=""""","=""5.1772e+06""",AAA,"=""[581595.90]""","=""[597936.4]""","=""1s.4s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.219""","=""0.009""","=""""","=""7.3471e+06""",AAA,"=""[581884.71]""","=""[597874.68]""","=""1s.4p""","=""3P*""","=""0""","=""1s.6d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.219""","=""0.006""","=""""","=""9.9176e+06""",AAA,"=""[581885.11]""","=""[597875.07]""","=""1s.4p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.222""","=""0.006""","=""""","=""1.3225e+07""",AAA,"=""[581885.83]""","=""[597875.73]""","=""1s.4p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.235""","=""0.009""","=""""","=""5.5103e+06""",AAA,"=""[581885.11]""","=""[597874.68]""","=""1s.4p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.248""","=""0.006""","=""""","=""3.3058e+06""",AAA,"=""[581885.83]""","=""[597875.07]""","=""1s.4p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.263""","=""0.009""","=""""","=""3.6735e+05""",AAA,"=""[581885.83]""","=""[597874.68]""","=""1s.4p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.566""","=""0.006""","=""""","=""3.131e+06""",AA,"=""[582612.54]""","=""[597885.61]""","=""1s.4d""","=""3D""","=""2""","=""1s.6f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.595""","=""0.006""","=""""","=""4.177e+05""",AA,"=""[582613.20]""","=""[597885.61]""","=""1s.4d""","=""3D""","=""3""","=""1s.6f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.595""","=""0.010""","=""""","=""1.7365e+07""",AAA,"=""[582612.15]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""1""","=""1s.6f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.611""","=""0.006""","=""""","=""3.2150e+06""",AAA,"=""[582612.54]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""2""","=""1s.6f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.611""","=""0.006""","=""""","=""1.5246e+07""",AAA,"=""[582612.54]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""2""","=""1s.6f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.640""","=""0.006""","=""""","=""9.1879e+04""",AAA,"=""[582613.20]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.640""","=""0.006""","=""""","=""1.8793e+06""",AAA,"=""[582613.20]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.640""","=""0.006""","=""""","=""2.0673e+07""",AAA,"=""[582613.20]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""""",
Li,2,"=""""","=""655.319""","=""0.008""","=""""","=""1.7092e+07""",AAA,"=""[582630.08]""","=""[597885.61]""","=""1s.4d""","=""1D""","=""2""","=""1s.6f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""655.364""","=""0.008""","=""""","=""6.461e+02""",AA,"=""[582630.08]""","=""[597884.56]""","=""1s.4d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""655.364""","=""0.008""","=""""","=""3.542e+06""",AA,"=""[582630.08]""","=""[597884.56]""","=""1s.4d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.006""","=""0.008""","=""""","=""9.900e+04""",AA,"=""[582642.10]""","=""[597881.65]""","=""1s.4f""","=""3F*""","=""3""","=""1s.6d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.052""","=""0.008""","=""""","=""2.4840e+05""",AAA,"=""[582643.17]""","=""[597881.65]""","=""1s.4f""","=""1F*""","=""3""","=""1s.6d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.143""","=""0.006""","=""""","=""1.3056e+06""",AAA,"=""[581884.71]""","=""[597121.08]""","=""1s.4p""","=""3P*""","=""0""","=""1s.6s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.160""","=""0.006""","=""""","=""3.9167e+06""",AAA,"=""[581885.11]""","=""[597121.08]""","=""1s.4p""","=""3P*""","=""1""","=""1s.6s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.191""","=""0.006""","=""""","=""6.5280e+06""",AAA,"=""[581885.83]""","=""[597121.08]""","=""1s.4p""","=""3P*""","=""2""","=""1s.6s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.261""","=""0.006""","=""""","=""8.0165e+02""",AAA,"=""[582642.10]""","=""[597875.73]""","=""1s.4f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.261""","=""0.006""","=""""","=""1.9769e+04""",AAA,"=""[582642.10]""","=""[597875.73]""","=""1s.4f""","=""3F*""","=""3""","=""1s.6d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.261""","=""0.006""","=""""","=""3.2466e+05""",AAA,"=""[582642.10]""","=""[597875.73]""","=""1s.4f""","=""3F*""","=""4""","=""1s.6d""","=""3D""","=""3""",9,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.290""","=""0.006""","=""""","=""3.9275e+04""",AAA,"=""[582642.10]""","=""[597875.07]""","=""1s.4f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.290""","=""0.006""","=""""","=""2.2504e+05""",AAA,"=""[582642.10]""","=""[597875.07]""","=""1s.4f""","=""3F*""","=""3""","=""1s.6d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.306""","=""0.010""","=""""","=""3.5353e+05""",AAA,"=""[582642.10]""","=""[597874.68]""","=""1s.4f""","=""3F*""","=""2""","=""1s.6d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.307""","=""0.006""","=""""","=""8.289e+03""",AA,"=""[582643.17]""","=""[597875.73]""","=""1s.4f""","=""1F*""","=""3""","=""1s.6d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.336""","=""0.006""","=""""","=""8.922e+04""",AA,"=""[582643.17]""","=""[597875.07]""","=""1s.4f""","=""1F*""","=""3""","=""1s.6d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""653.14""","=""0.21""","=""""","=""1.2963e+06""",AAA,"=""[582630.08]""","=""[597936.4]""","=""1s.4d""","=""1D""","=""2""","=""1s.6p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""664.48""","=""0.05""","=""""","=""1.3880e+07""",AAA,"=""[582836.5]""","=""[597881.65]""","=""1s.4p""","=""1P*""","=""1""","=""1s.6d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""664.252""","=""0.010""","=""""","=""2.3329e+04""",AAA,"=""[582612.15]""","=""[597662.53]""","=""1s.4d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""664.269""","=""0.006""","=""""","=""3.4986e+05""",AAA,"=""[582612.54]""","=""[597662.53]""","=""1s.4d""","=""3D""","=""2""","=""1s.6p""","=""3P*""","=""2""",5,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""664.281""","=""0.010""","=""""","=""5.8322e+05""",AAA,"=""[582612.15]""","=""[597661.86]""","=""1s.4d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""664.298""","=""0.010""","=""""","=""2.3329e+06""",AAA,"=""[582612.15]""","=""[597661.48]""","=""1s.4d""","=""3D""","=""1""","=""1s.6p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,2,"=""""","=""664.298""","=""0.006""","=""""","=""1.7493e+06""",AAA,"=""[582612.54]""","=""[597661.86]""","=""1s.4d""","=""3D""","=""2""","=""1s.6p""","=""3P*""","=""1""",5,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""664.298""","=""0.006""","=""""","=""1.9596e+06""",AAA,"=""[582613.20]""","=""[597662.53]""","=""1s.4d""","=""3D""","=""3""","=""1s.6p""","=""3P*""","=""2""",7,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""664.77""","=""0.05""","=""""","=""1.834e+03""",AA,"=""[582836.5]""","=""[597875.07]""","=""1s.4p""","=""1P*""","=""1""","=""1s.6d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""662.07""","=""0.23""","=""""","=""1.877e+01""",AA,"=""[582836.5]""","=""[597936.4]""","=""1s.4p""","=""1P*""","=""1""","=""1s.6p""","=""1P*""","=""1""",3,3,E2,"=""T7378""","=""""",
Li,2,"=""""","=""668.730""","=""0.009""","=""""","=""1.6065e+01""",AAA,"=""[582630.08]""","=""[597579.66]""","=""1s.4d""","=""1D""","=""2""","=""1s.6s""","=""1S""","=""0""",5,1,E2,"=""T7378""","=""""",
Li,1,"=""670.776""","=""670.776""","=""0.006""","=""3600""","=""3.6891e+07""",AAA,"=""0.00""","=""14904.00""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.2p""","=""2P*""","=""3/2""",2,4,,"=""T6505LS""","=""L7397""",
Li,1,"=""670.791""","=""670.791""","=""0.006""","=""3600""","=""3.6890e+07""",AAA,"=""0.00""","=""14903.66""","=""1s2.2s""","=""2S""","=""1/2""","=""1s2.2p""","=""2P*""","=""1/2""",2,2,,"=""T6505LS""","=""L7397""",
Li,2,"=""""","=""678.09""","=""0.06""","=""""","=""9.4930e+06""",AAA,"=""[582836.5]""","=""[597579.66]""","=""1s.4p""","=""1P*""","=""1""","=""1s.6s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,1,"=""""","=""687.308""","=""0.007""","=""""","=""2.78e+04""",B,"=""27206.12""","=""41751.63""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""687.308""","=""0.007""","=""""","=""2.79e+04""",B,"=""27206.12""","=""41751.63""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""713.517""","=""0.007""","=""""","=""3.59e+04""",B,"=""27206.12""","=""41217.35""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""713.517""","=""0.007""","=""""","=""3.61e+04""",B,"=""27206.12""","=""41217.35""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
Li,1,"=""""","=""758.245""","=""0.008""","=""""","=""4.37e+04""",B,"=""27206.12""","=""40390.84""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",2,2,,"=""T5118LS""","=""""",
Li,1,"=""""","=""758.245""","=""0.008""","=""""","=""4.38e+04""",B,"=""27206.12""","=""40390.84""","=""1s2.3s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",2,4,,"=""T5118LS""","=""""",
Li,1,"=""812.623""","=""812.622""","=""0.009""","=""48""","=""1.1156e+07""",AAA,"=""14903.66""","=""27206.12""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.3s""","=""2S""","=""1/2""",2,2,,"=""T7401LS""","=""L7397""",
Li,1,"=""812.645""","=""812.645""","=""0.009""","=""48""","=""2.2309e+07""",AAA,"=""14904.00""","=""27206.12""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.3s""","=""2S""","=""1/2""",4,2,,"=""T7401LS""","=""L7397""",
Li,2,"=""""","=""822.591""","=""0.010""","=""""","=""6.4409e+06""",AAA,"=""[579980.46]""","=""[592133.83]""","=""1s.4s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
Li,2,"=""""","=""822.636""","=""0.010""","=""""","=""6.4409e+06""",AAA,"=""[579980.46]""","=""[592133.16]""","=""1s.4s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
Li,2,"=""""","=""822.662""","=""0.010""","=""""","=""6.4407e+06""",AAA,"=""[579980.46]""","=""[592132.78]""","=""1s.4s""","=""3S""","=""1""","=""1s.5p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
Li,3,"=""""","=""828.097144""","=""0.000004""","=""""","=""3.0358e+07""",AA,"=""(948155.449056)""","=""(960228.00859)""","=""5p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
Li,3,"=""""","=""828.106292""","=""0.000004""","=""""","=""1.9687e+07""",AA,"=""(948155.58428)""","=""(960228.010455)""","=""5s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
Li,3,"=""""","=""828.166997""","=""0.000004""","=""""","=""7.2477e+06""",AA,"=""(948155.449056)""","=""(960226.990320)""","=""5p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
Li,3,"=""""","=""828.181646""","=""0.000004""","=""""","=""1.9698e+07""",AA,"=""(948155.58428)""","=""(960226.912020)""","=""5s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
Li,3,"=""""","=""828.202072""","=""0.000005""","=""""","=""5.4720e+07""",AA,"=""(948157.34398)""","=""(960228.374000)""","=""5d""","=""2D""","=""3/2""","=""6f""","=""2F*""","=""5/2""",4,6,,"=""T7771""","=""""",
Li,3,"=""""","=""828.202245""","=""0.000004""","=""""","=""3.6434e+07""",AA,"=""(948157.347169)""","=""(960228.37467)""","=""5p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
Li,3,"=""""","=""828.227016""","=""0.000005""","=""""","=""7.7772e+05""",AA,"=""(948157.34398)""","=""(960228.010455)""","=""5d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""3/2""",4,4,,"=""T7771""","=""""",
Li,3,"=""""","=""828.227363""","=""0.000004""","=""""","=""6.0733e+06""",AA,"=""(948157.347169)""","=""(960228.00859)""","=""5p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
Li,3,"=""""","=""828.232863""","=""0.000004""","=""""","=""8.6431e+07""",AA,"=""(948157.97542)""","=""(960228.556687)""","=""5f""","=""2F*""","=""5/2""","=""6g""","=""2G""","=""7/2""",6,8,,"=""T7771""","=""""",
Li,3,"=""""","=""828.232917""","=""0.000005""","=""""","=""5.8629e+07""",AA,"=""(948157.97656)""","=""(960228.557040)""","=""5d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""7/2""",6,8,,"=""T7771""","=""""",
Li,3,"=""""","=""828.245352""","=""0.000005""","=""""","=""1.5086e+05""",AA,"=""(948157.97542)""","=""(960228.37467)""","=""5f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""5/2""",6,6,,"=""T7771""","=""""",
Li,3,"=""""","=""828.245477""","=""0.000005""","=""""","=""3.9087e+06""",AA,"=""(948157.97656)""","=""(960228.374000)""","=""5d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""5/2""",6,6,,"=""T7771""","=""""",
Li,3,"=""""","=""828.247003""","=""0.000004""","=""""","=""1.3037e+08""",AA,"=""(948158.291096)""","=""(960228.6662880)""","=""5g""","=""2G""","=""7/2""","=""6h""","=""2H*""","=""9/2""",8,10,,"=""T7771""","=""""",
Li,3,"=""""","=""828.247029""","=""0.000004""","=""""","=""8.9631e+07""",AA,"=""(948158.29169)""","=""(960228.666503)""","=""5f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""9/2""",8,10,,"=""T7771""","=""""",
Li,3,"=""""","=""828.254500""","=""0.000004""","=""""","=""2.5610e+04""",AA,"=""(948158.291096)""","=""(960228.557040)""","=""5g""","=""2G""","=""7/2""","=""6f""","=""2F*""","=""7/2""",8,8,,"=""T7771""","=""""",
Li,3,"=""""","=""828.254565""","=""0.000004""","=""""","=""3.2011e+06""",AA,"=""(948158.29169)""","=""(960228.556687)""","=""5f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""7/2""",8,8,,"=""T7771""","=""""",
Li,3,"=""""","=""828.255001""","=""0.000004""","=""""","=""1.3333e+08""",AA,"=""(948158.480859)""","=""(960228.7394990)""","=""5g""","=""2G""","=""9/2""","=""6h""","=""2H*""","=""11/2""",10,12,,"=""T7771""","=""""",
