element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Pt,2,"=""213.07108""","=""0.00020""","=""213.07078""","=""0.00003""","=""8300""","=""7.68e+07""",B,"=""16820.9342""","=""63738.884""","=""5d8.6s""","=""4F""","=""5/2""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""7/2""",6,8,,"=""T8261""","=""L10146""",
Pt,2,"=""214.25072""","=""0.00020""","=""214.25058""","=""0.00003""","=""1200""","=""1.25e+07""",C+,"=""18097.764""","=""64757.383""","=""5d8.6s""","=""2F""","=""7/2""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""5/2""",8,6,,"=""T8261""","=""L10146""",
Pt,1,"=""214.42123""","=""0.00020""","=""214.421221""","=""0.000010""","=""63000p""","=""1.03e+08""",B,"=""0.0000""","=""46622.4900""","=""5d9.6s""","=""3D""","=""3""","=""5d8.6s.(2F).6p""","=""b 3D*""","=""3""",7,7,,"=""T4200n,T3313""","=""L11529""",
Pt,2,"=""214.4246""","=""0.0004""","=""214.424578""","=""0.000023""","=""110000p""","=""2.24e+08""",B+,"=""4786.6527""","=""51408.413""","=""5d8.6s""","=""4F""","=""9/2""","=""5d8.(3F).6p""","=""(4,1/2)*""","=""7/2""",10,8,,"=""T8261""","=""L10146""",
Pt,2,"=""214.96998""","=""0.00020""","=""214.96985""","=""0.00003""","=""350h""","=""1.31e+07""",C+,"=""23875.570""","=""70379.088""","=""5d8.6s""","=""4P""","=""3/2""","=""5d8.(3P).6p""","=""(1,3/2)*""","=""5/2""",4,6,,"=""T8261""","=""L10146""",
Pt,2,"=""215.02394""","=""0.00020""","=""215.02393""","=""0.00004""","=""1300""","=""3.7e+07""",C+,"=""23461.548""","=""69953.370""","=""5d8.6s""","=""2F""","=""5/2""","=""5d8.(3F).6p""","=""(3,3/2)*""","=""5/2""",6,6,,"=""T8261""","=""L10146""",
Pt,1,"=""215.35684""","=""0.00020""","=""215.356882""","=""0.000019""","=""2000p""","=""1.21e+07""",C+,"=""0.0000""","=""46419.952""","=""5d9.6s""","=""3D""","=""3""","=""5d8.6s.(4P).6p""","=""a 5D*""","=""2""",7,5,,"=""T3313""","=""L11529""",
Pt,1,"=""216.521133""","=""0.000007""","=""216.521132""","=""0.000006""","=""9300p""","=""3.14e+07""",B+,"=""0.0000""","=""46170.3757""","=""5d9.6s""","=""3D""","=""3""","=""5d9.6p""","=""3F*""","=""2""",7,5,,"=""T3313""","=""L9083,L11529""",
Pt,1,"=""216.66376""","=""0.00020""","=""216.663668""","=""0.000006""","=""2000""","=""3.47e+06""",B+,"=""823.6608""","=""46963.6658""","=""5d8.6s2""","=""3F""","=""4""","=""5d8.6s.(4P).6p""","=""a 5D*""","=""4""",9,9,,"=""T3313n""","=""L11529""",
Pt,1,"=""217.468424""","=""0.000006""","=""217.468424""","=""0.000006""","=""89000""","=""1.92e+08""",B+,"=""823.6608""","=""46792.9402""","=""5d8.6s2""","=""3F""","=""4""","=""5d8.6s.(4F).6p""","=""3G*""","=""5""",9,11,,"=""T3313""","=""L9083,L11529""",
Pt,1,"=""219.01803""","=""0.00020""","=""219.018001""","=""0.000019""","=""1600""","=""1.45e+07""",C+,"=""775.8761""","=""46419.952""","=""5d9.6s""","=""a 1D""","=""2""","=""5d8.6s.(4P).6p""","=""a 5D*""","=""2""",5,5,,"=""T3313""","=""L11529""",
Pt,2,"=""219.03214""","=""0.00020""","=""219.03219""","=""0.00003""","=""12000""","=""9.74e+07""",B,"=""18097.764""","=""63738.884""","=""5d8.6s""","=""2F""","=""7/2""","=""5d8.(3F).6p""","=""(3,1/2)*""","=""7/2""",8,8,,"=""T8261""","=""L10146""",
Pt,2,"=""220.20164""","=""0.00020""","=""220.201596""","=""0.000024""","=""2400""","=""1.57e+07""",C+,"=""15791.309""","=""61190.0708""","=""5d9""","=""2D""","=""3/2""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""5/2""",4,6,,"=""T8261""","=""L10146""",
Pt,1,"=""220.222271""","=""0.000008""","=""220.222274""","=""0.000006""","=""13000""","=""3.10e+07""",B+,"=""775.8761""","=""46170.3757""","=""5d9.6s""","=""a 1D""","=""2""","=""5d9.6p""","=""3F*""","=""2""",5,5,,"=""T3313""","=""L9083,L11529""",
Pt,2,"=""220.38925""","=""0.00020""","=""220.38912""","=""0.00007""","=""1000""","=""2.8e+07""",D+,"=""23875.570""","=""69235.707""","=""5d8.6s""","=""4P""","=""3/2""","=""5d8.(3P).6p""","=""(1,1/2)*""","=""1/2""",4,2,,"=""T8261""","=""L10146""",
Pt,2,"=""220.67293""","=""0.00020""","=""220.67295""","=""0.00007""","=""1500""","=""7.6e+06""",C+,"=""24879.522""","=""70181.323""","=""5d7.6s2""","=""4F""","=""9/2""","=""5d7.(4F).6s.6p.(3P*)""","=""(9/2,1)*""","=""9/2""",10,10,,"=""T8261""","=""L10146""",
Pt,2,"=""222.84945""","=""0.00020""","=""222.84978""","=""0.00004""","=""620""","=""7.e+06""",D+,"=""21168.729""","=""66028.059""","=""5d8.6s""","=""4F""","=""3/2""","=""5d8.(3P).6p""","=""(2,3/2)*""","=""3/2""",4,4,,"=""T8261""","=""L10146""",
Pt,2,"=""222.92312""","=""0.00020""","=""222.923015""","=""0.000025""","=""2800""","=""1.24e+07""",C+,"=""16820.9342""","=""61665.5284""","=""5d8.6s""","=""4F""","=""5/2""","=""5d8.(3F).6p""","=""(4,3/2)*""","=""7/2""",6,8,,"=""T8261""","=""L10146""",
Pt,1,"=""223.49262""","=""0.00005""","=""223.492650""","=""0.000010""","=""5200""","=""8.00e+06""",B,"=""0.0000""","=""44730.3062""","=""5d9.6s""","=""3D""","=""3""","=""5d8.6s.(2F).6p""","=""a 3D*""","=""3""",7,7,,"=""T3313""","=""L11529""",
Pt,2,"=""223.53053""","=""0.00020""","=""223.53031""","=""0.00003""","=""2700""","=""4.7e+06""",D+,"=""18097.764""","=""62820.534""","=""5d8.6s""","=""2F""","=""7/2""","=""5d7.(4F).6s.6p.(3P*)""","=""(9/2,0)*""","=""9/2""",8,10,,"=""T8261""","=""L10146""",
Pt,2,"=""224.55240""","=""0.00005""","=""224.552402""","=""0.000020""","=""76000""","=""1.16e+08""",B+,"=""9356.3167""","=""53875.543""","=""5d8.6s""","=""4F""","=""7/2""","=""5d8.(3F).6p""","=""(4,1/2)*""","=""9/2""",8,10,,"=""T8261""","=""L10146""",
Pt,1,"=""224.9308""","=""0.0004""","=""224.930767""","=""0.000020""","=""6900bl(Pt II)""","=""1.28e+07""",B+,"=""0.0000""","=""44444.346""","=""5d9.6s""","=""3D""","=""3""","=""5d8.6s.(4F).6p""","=""5F*""","=""2""",7,5,,"=""T3313""","=""L11529""",
