element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Cs,3,"=""191.98637""","=""0.00018""","=""191.98651""","=""0.00011""","=""3000""","=""1.40e+08""",,"=""140794.613""","=""192881.607""","=""5s2.5p4.(3P<1>).5d""","=""2[2]""","=""3/2""","=""5s2.5p4.(1D<2>).4f""","=""2[1]*""","=""3/2""",4,4,,"=""T8611""","=""L14869""",
Cs,3,"=""192.29227""","=""0.00020""","=""192.29239""","=""0.00003""","=""1800""","=""1.21e+07""",,"=""121065.660""","=""173069.797""","=""5s2.5p4.(3P<2>).5d""","=""2[2]""","=""3/2""","=""5s2.5p4.(3P<1>).6p""","=""2[0]*""","=""1/2""",4,2,,"=""T8611""","=""L14869""",
Cs,3,"=""192.3289""","=""0.0002""","=""192.32905""","=""0.00011""","=""16000D""","=""1.75e+07""",,"=""108652.967""","=""160647.193""","=""5s.5p6""","=""2S""","=""1/2""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""3/2""",2,4,,"=""T8611""","=""L14869""",
Cs,3,"=""192.4097""","=""0.0003""","=""192.40978""","=""0.00003""","=""11""","=""7.63e+06""",,"=""160647.193""","=""212619.602""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""3/2""","=""5s2.5p4.(3P<1>).6d""","=""2[2]""","=""5/2""",4,6,,"=""T8611""","=""L14869""",
Cs,3,"=""192.5367""","=""0.0003""","=""192.53665""","=""0.00004""","=""6""","=""4.08e+05""",,"=""156820.269""","=""208758.432""","=""5s2.5p4.(1D<2>).6s""","=""2[2]""","=""3/2""","=""5s2.5p4.(3P<2>).7p""","=""2[2]*""","=""5/2""",4,6,,"=""T8611""","=""L14869""",
Cs,3,"=""192.6085""","=""0.0003""","=""192.60846""","=""0.00012""","=""13h""","=""2.15e+05""",,"=""186125.895""","=""238044.694""","=""5s2.5p4.(1D<2>).6p""","=""2[2]*""","=""3/2""","=""5s2.5p4.(3P<2>).9s""","=""2[2]""","=""3/2""",4,4,,"=""T8611""","=""L14869""",
Cs,3,"=""192.70970""","=""0.00017""","=""192.70987""","=""0.00007""","=""180""","=""7.50e+06""",,"=""160991.868""","=""212883.345""","=""5s2.5p4.(1D<2>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<2>).5f""","=""2[1]*""","=""3/2""",4,4,,"=""T8611""","=""L14869""",
Cs,3,"=""193.47217""","=""0.00019""","=""193.47000""","=""0.00005""","=""600bl,h*""","=""5.32e+06""",,"=""160991.868""","=""212679.469""","=""5s2.5p4.(1D<2>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(3P<2>).5f""","=""2[2]*""","=""5/2""",4,6,,"=""T8611""","=""L14869""",
Cs,3,"=""193.47217""","=""0.00019""","=""193.473051""","=""0.000024""","=""600bl,h*""","=""1.12e+07""",,"=""131782.478""","=""183469.263""","=""5s2.5p4.(3P<2>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(1D<2>).6p""","=""2[1]*""","=""3/2""",4,4,,"=""T8611""","=""L14869""",
Cs,3,"=""193.59559""","=""0.00019""","=""193.59553""","=""0.00004""","=""4800""","=""6.66e+07""",,"=""137785.195""","=""189439.279""","=""5s2.5p4.(3P<1>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(3P<1>).4f""","=""2[3]*""","=""7/2""",8,8,,"=""T8611""","=""L14869""",
Cs,3,"=""193.6582""","=""0.0003""","=""193.65774""","=""0.00005""","=""9""","=""1.37e+05""",,"=""136693.500""","=""188330.992""","=""5s2.5p4.(3P<1>).5d""","=""2[1]""","=""3/2""","=""5s2.5p4.(1D<2>).6p""","=""2[1]*""","=""1/2""",4,2,,"=""T8611""","=""L14869""",
Cs,3,"=""193.71068""","=""0.00019""","=""193.71051""","=""0.00006""","=""2400""","=""2.26e+07""",,"=""150467.268""","=""202090.692""","=""5s2.5p4.(3P<1>).6s""","=""2[1]""","=""1/2""","=""5s2.5p4.(1D<2>).4f""","=""2[2]*""","=""3/2""",2,4,,"=""T8611""","=""L14869""",
Cs,3,"=""193.9096""","=""0.0003""","=""193.90935""","=""0.00006""","=""22""","=""2.90e+04""",,"=""137785.195""","=""189355.684""","=""5s2.5p4.(3P<1>).5d""","=""2[3]""","=""7/2""","=""5s2.5p4.(1D<2>).4f""","=""2[2]*""","=""5/2""",8,6,,"=""T8611""","=""L14869""",
Cs,3,"=""194.1260""","=""0.0003""","=""194.12598""","=""0.00003""","=""26""","=""2.72e+05""",,"=""135081.058""","=""186593.999""","=""5s2.5p4.(3P<1>).5d""","=""2[3]""","=""5/2""","=""5s2.5p4.(1D<2>).6p""","=""2[2]*""","=""5/2""",6,6,,"=""T8611""","=""L14869""",
Cs,3,"=""194.2233""","=""0.0004""","=""194.22360""","=""0.00003""","=""2""","=""2.73e+06""",,"=""161132.553""","=""212619.602""","=""5s2.5p4.(3P<2>).6p""","=""2[2]*""","=""5/2""","=""5s2.5p4.(3P<1>).6d""","=""2[2]""","=""5/2""",6,6,,"=""T8611""","=""L14869""",
Cs,3,"=""194.2849""","=""0.0003""","=""194.28500""","=""0.00008""","=""17""","=""9.46e+07""",,"=""189355.684""","=""240826.462""","=""5s2.5p4.(1D<2>).4f""","=""2[2]*""","=""5/2""","=""5s2.5p4.(3P<1>).5g""","=""2[4]""","=""7/2""",6,8,,"=""T8611""","=""L14869""",
Cs,3,"=""194.51766""","=""0.00017""","=""194.51749""","=""0.00004""","=""3000""","=""4.51e+08""",,"=""176394.478""","=""227803.736""","=""5s2.5p4.(3P<2>).4f""","=""2[5]*""","=""9/2""","=""5s2.5p4.(3P<2>).5g""","=""2[6]""","=""11/2""",10,12,,"=""T8611""","=""L14869""",
Cs,3,"=""194.6017""","=""0.0003""","=""194.60105""","=""0.00007""","=""6""","=""2.30e+07""",,"=""189439.279""","=""240826.462""","=""5s2.5p4.(3P<1>).4f""","=""2[3]*""","=""7/2""","=""5s2.5p4.(3P<1>).5g""","=""2[4]""","=""7/2""",8,8,,"=""T8611""","=""L14869""",
Cs,3,"=""195.04731""","=""0.00018""","=""195.04706""","=""0.00012""","=""880""","=""8.45e+05""",,"=""176640.903""","=""227910.582""","=""5s2.5p4.(3P<2>).4f""","=""2[1]*""","=""1/2""","=""5s2.5p4.(3P<2>).7d""","=""2[1]""","=""3/2""",2,4,,"=""T8611""","=""L14869""",
Cs,3,"=""195.1378""","=""0.0003""","=""195.13728""","=""0.00006""","=""22""","=""2.09e+07""",,"=""176394.478""","=""227640.453""","=""5s2.5p4.(3P<2>).4f""","=""2[5]*""","=""9/2""","=""5s2.5p4.(3P<2>).5g""","=""2[4]""","=""9/2""",10,10,,"=""T8611""","=""L14869""",
Cs,3,"=""195.2320""","=""0.0003""","=""195.23172""","=""0.00004""","=""43""","=""2.37e+07""",,"=""176394.478""","=""227615.662""","=""5s2.5p4.(3P<2>).4f""","=""2[5]*""","=""9/2""","=""5s2.5p4.(3P<2>).5g""","=""2[5]""","=""9/2""",10,10,,"=""T8611""","=""L14869""",
Cs,3,"=""195.3537""","=""0.0003""","=""195.35334""","=""0.00009""","=""86""","=""1.04e+08""",,"=""189355.684""","=""240544.980""","=""5s2.5p4.(1D<2>).4f""","=""2[2]*""","=""5/2""","=""5s2.5p4.(3P<1>).5g""","=""2[3]""","=""7/2""",6,8,,"=""T8611""","=""L14869""",
