element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
He,1,"=""""","=""""","=""587.443388""","=""0.000003""","=""""","=""4.310e+03""",AA,"=""[169086.76391031]""","=""[186104.96409510]""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""1D""","=""2""",5,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""587.446026""","=""0.000003""","=""""","=""1.232e+04""",AA,"=""[169086.84033581]""","=""[186104.96409510]""","=""1s.2p""","=""3P*""","=""1""","=""1s.3d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""587.559871""","=""0.000003""","=""""","=""1.9641e+06""",AAA,"=""[169086.76391031]""","=""[186101.59029341]""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
He,1,"=""587.5621""","=""""","=""587.561397""","=""0.000003""","=""500*""","=""1.7673e+07""",AAA,"=""[169086.76391031]""","=""[186101.54609533]""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""L366""",
He,1,"=""587.5621""","=""""","=""587.561484""","=""0.000003""","=""500*""","=""7.0708e+07""",AAA,"=""[169086.76391031]""","=""[186101.54358476]""","=""1s.2p""","=""3P*""","=""2""","=""1s.3d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""L366""",
He,1,"=""587.5621""","=""""","=""587.562510""","=""0.000003""","=""500*""","=""2.9462e+07""",AAA,"=""[169086.84033581]""","=""[186101.59029341]""","=""1s.2p""","=""3P*""","=""1""","=""1s.3d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""L366""",
He,1,"=""587.5621""","=""""","=""587.564036""","=""0.000003""","=""500*""","=""5.3019e+07""",AAA,"=""[169086.84033581]""","=""[186101.54609533]""","=""1s.2p""","=""3P*""","=""1""","=""1s.3d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""587.596628""","=""0.000003""","=""100""","=""3.9282e+07""",AAA,"=""[169087.82825101]""","=""[186101.59029341]""","=""1s.2p""","=""3P*""","=""0""","=""1s.3d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""L366""",
He,2,"=""""","=""""","=""655.976872""","=""0.000003""","=""""","=""1.1504e+07""",AA,"=""(411477.1227550)""","=""(426717.352717)""","=""4p""","=""2P*""","=""1/2""","=""6d""","=""2D""","=""3/2""",2,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""655.979395""","=""0.000003""","=""""","=""7.1341e+06""",AA,"=""(411477.1817529)""","=""(426717.3530854)""","=""4s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""3/2""",2,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""655.985440""","=""0.000003""","=""""","=""1.9121e+06""",AA,"=""(411477.1227550)""","=""(426717.1536654)""","=""4p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",2,2,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""655.988733""","=""0.000003""","=""""","=""7.1354e+06""",AA,"=""(411477.1817529)""","=""(426717.1361554)""","=""4s""","=""2S""","=""1/2""","=""6p""","=""2P*""","=""1/2""",2,2,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""656.005227""","=""0.000003""","=""""","=""1.9232e+07""",AA,"=""(411477.853680)""","=""(426717.424890)""","=""4d""","=""2D""","=""3/2""","=""6f""","=""2F*""","=""5/2""",4,6,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""656.005274""","=""0.000003""","=""""","=""1.3805e+07""",AA,"=""(411477.8548989)""","=""(426717.425022)""","=""4p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""5/2""",4,6,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""656.008318""","=""0.000003""","=""""","=""1.5078e+05""",AA,"=""(411477.853680)""","=""(426717.3530854)""","=""4d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""3/2""",4,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""656.008387""","=""0.000003""","=""""","=""2.3008e+06""",AA,"=""(411477.8548989)""","=""(426717.352717)""","=""4p""","=""2P*""","=""3/2""","=""6d""","=""2D""","=""3/2""",4,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""656.014160""","=""0.000003""","=""""","=""2.1195e+07""",AA,"=""(411478.097267)""","=""(426717.4609726)""","=""4f""","=""2F*""","=""5/2""","=""6g""","=""2G""","=""7/2""",6,8,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""656.014176""","=""0.000003""","=""""","=""2.0606e+07""",AA,"=""(411478.097707)""","=""(426717.461041)""","=""4d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""7/2""",6,8,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""656.015708""","=""0.000003""","=""""","=""1.6354e+04""",AA,"=""(411478.097267)""","=""(426717.425022)""","=""4f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""5/2""",6,6,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""656.015732""","=""0.000003""","=""""","=""1.3737e+06""",AA,"=""(411478.097707)""","=""(426717.424890)""","=""4d""","=""2D""","=""5/2""","=""6f""","=""2F*""","=""5/2""",6,6,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""656.016955""","=""0.000003""","=""""","=""3.8255e+06""",AA,"=""(411477.8548989)""","=""(426717.1536654)""","=""4p""","=""2P*""","=""3/2""","=""6s""","=""2S""","=""1/2""",4,2,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""656.017657""","=""0.000003""","=""""","=""1.5085e+06""",AA,"=""(411477.853680)""","=""(426717.1361554)""","=""4d""","=""2D""","=""3/2""","=""6p""","=""2P*""","=""1/2""",4,2,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""656.018478""","=""0.000003""","=""""","=""2.1979e+07""",AA,"=""(411478.219277)""","=""(426717.4826633)""","=""4f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""9/2""",8,10,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""656.018820""","=""0.000003""","=""""","=""3.4351e+05""",AA,"=""(411478.097267)""","=""(426717.352717)""","=""4f""","=""2F*""","=""5/2""","=""6d""","=""2D""","=""3/2""",6,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""656.018823""","=""0.000003""","=""""","=""1.3572e+06""",AA,"=""(411478.097707)""","=""(426717.3530854)""","=""4d""","=""2D""","=""5/2""","=""6p""","=""2P*""","=""3/2""",6,4,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""656.019412""","=""0.000003""","=""""","=""7.8497e+05""",AA,"=""(411478.219277)""","=""(426717.4609726)""","=""4f""","=""2F*""","=""7/2""","=""6g""","=""2G""","=""7/2""",8,8,,"=""T7771""","=""""",
He,2,"=""""","=""""","=""656.020960""","=""0.000003""","=""""","=""3.2712e+05""",AA,"=""(411478.219277)""","=""(426717.425022)""","=""4f""","=""2F*""","=""7/2""","=""6d""","=""2D""","=""5/2""",8,6,,"=""T7771""","=""""",
He,1,"=""""","=""""","=""663.190187""","=""0.000003""","=""""","=""2.3749e+01""",AAA,"=""[171134.894441]""","=""[186209.3623329]""","=""1s.2p""","=""1P*""","=""1""","=""1s.3p""","=""1P*""","=""1""",3,3,E2,"=""T7378""","=""""",
He,1,"=""667.8151""","=""""","=""667.815174""","=""0.000003""","=""100""","=""6.3705e+07""",AAA,"=""[171134.894441]""","=""[186104.96409510]""","=""1s.2p""","=""1P*""","=""1""","=""1s.3d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""667.967687""","=""0.000003""","=""""","=""1.510e+04""",AA,"=""[171134.894441]""","=""[186101.54609533]""","=""1s.2p""","=""1P*""","=""1""","=""1s.3d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
He,1,"=""706.5190""","=""""","=""706.517716""","=""0.000005""","=""200*""","=""1.5474e+07""",AAA,"=""[169086.76391031]""","=""[183236.789095]""","=""1s.2p""","=""3P*""","=""2""","=""1s.3s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""L14925c72""",
He,1,"=""706.5190""","=""""","=""706.521532""","=""0.000005""","=""200*""","=""9.2844e+06""",AAA,"=""[169086.84033581]""","=""[183236.789095]""","=""1s.2p""","=""3P*""","=""1""","=""1s.3s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""L14925c72""",
He,1,"=""706.571""","=""""","=""706.570863""","=""0.000005""","=""30""","=""3.0948e+06""",AAA,"=""[169087.82825101]""","=""[183236.789095]""","=""1s.2p""","=""3P*""","=""0""","=""1s.3s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""716.055563""","=""0.000005""","=""""","=""9.5686e+04""",AAA,"=""[183236.789095]""","=""[197198.33737542]""","=""1s.3s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""716.055907""","=""0.000005""","=""""","=""9.5686e+04""",AAA,"=""[183236.789095]""","=""[197198.33066214]""","=""1s.3s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""716.055935""","=""0.000005""","=""""","=""9.5686e+04""",AAA,"=""[183236.789095]""","=""[197198.33011596]""","=""1s.3s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
He,1,"=""728.1349""","=""""","=""728.135080""","=""0.000004""","=""50""","=""1.8299e+07""",AAA,"=""[171134.894441]""","=""[184864.826715]""","=""1s.2p""","=""1P*""","=""1""","=""1s.3s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""729.803204""","=""0.000005""","=""""","=""1.2913e+05""",AAA,"=""[183236.789095]""","=""[196935.33880189]""","=""1s.3s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""729.803696""","=""0.000005""","=""""","=""1.2913e+05""",AAA,"=""[183236.789095]""","=""[196935.32956383]""","=""1s.3s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""729.803736""","=""0.000005""","=""""","=""1.2913e+05""",AAA,"=""[183236.789095]""","=""[196935.32881198]""","=""1s.3s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""749.984714""","=""0.000005""","=""""","=""1.7942e+05""",AAA,"=""[183236.789095]""","=""[196566.7234987]""","=""1s.3s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""749.985457""","=""0.000005""","=""""","=""1.7942e+05""",AAA,"=""[183236.789095]""","=""[196566.7102909]""","=""1s.3s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""749.985518""","=""0.000005""","=""""","=""1.7942e+05""",AAA,"=""[183236.789095]""","=""[196566.7092158]""","=""1s.3s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""781.612468""","=""0.000006""","=""1*""","=""2.5748e+05""",AAA,"=""[183236.789095]""","=""[196027.3338587]""","=""1s.3s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""781.613680""","=""0.000006""","=""1*""","=""2.5748e+05""",AAA,"=""[183236.789095]""","=""[196027.3140350]""","=""1s.3s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""781.613778""","=""0.000006""","=""1*""","=""2.5748e+05""",AAA,"=""[183236.789095]""","=""[196027.3124205]""","=""1s.3s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""809.411413""","=""0.000004""","=""""","=""1.3791e+05""",AAA,"=""[184864.826715]""","=""[197216.086955998]""","=""1s.3s""","=""1S""","=""0""","=""1s.10p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""826.570055""","=""0.000005""","=""""","=""1.8722e+05""",AAA,"=""[184864.826715]""","=""[196959.69020989]""","=""1s.3s""","=""1S""","=""0""","=""1s.9p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""836.171342""","=""0.000006""","=""2*""","=""3.8126e+05""",AAA,"=""[183236.789095]""","=""[195192.7746751]""","=""1s.3s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""836.173561""","=""0.000006""","=""2*""","=""3.8126e+05""",AAA,"=""[183236.789095]""","=""[195192.7429528]""","=""1s.3s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""836.173742""","=""0.000006""","=""2*""","=""3.8126e+05""",AAA,"=""[183236.789095]""","=""[195192.7403680]""","=""1s.3s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""851.803597""","=""0.000005""","=""""","=""2.6252e+05""",AAA,"=""[184864.826715]""","=""[196601.39764087]""","=""1s.3s""","=""1S""","=""0""","=""1s.8p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""858.261165""","=""0.000004""","=""""","=""1.1647e+04""",AAA,"=""[185564.55932651]""","=""[197212.824517451]""","=""1s.3p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""858.261252""","=""0.000004""","=""""","=""1.0481e+05""",AAA,"=""[185564.55932651]""","=""[197212.823339109]""","=""1s.3p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""858.261258""","=""0.000004""","=""""","=""4.1928e+05""",AAA,"=""[185564.55932651]""","=""[197212.823255258]""","=""1s.3p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""858.262785""","=""0.000004""","=""""","=""1.7470e+05""",AAA,"=""[185564.5813147]""","=""[197212.824517451]""","=""1s.3p""","=""3P*""","=""1""","=""1s.10d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""858.262872""","=""0.000004""","=""""","=""3.1444e+05""",AAA,"=""[185564.5813147]""","=""[197212.823339109]""","=""1s.3p""","=""3P*""","=""1""","=""1s.10d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""858.282731""","=""0.000004""","=""""","=""2.3293e+05""",AAA,"=""[185564.8520073]""","=""[197212.824517451]""","=""1s.3p""","=""3P*""","=""0""","=""1s.10d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""863.270670""","=""0.000004""","=""""","=""1.5262e+05""",AAA,"=""[185564.55932651]""","=""[197145.2306518]""","=""1s.3p""","=""3P*""","=""2""","=""1s.10s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""863.272309""","=""0.000004""","=""""","=""9.1570e+04""",AAA,"=""[185564.5813147]""","=""[197145.2306518]""","=""1s.3p""","=""3P*""","=""1""","=""1s.10s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""863.292489""","=""0.000004""","=""""","=""3.0523e+04""",AAA,"=""[185564.8520073]""","=""[197145.2306518]""","=""1s.3p""","=""3P*""","=""0""","=""1s.10s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""877.670743""","=""0.000004""","=""""","=""1.6044e+04""",AAA,"=""[185564.55932651]""","=""[196955.225652215]""","=""1s.3p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""877.670868""","=""0.000004""","=""""","=""1.4439e+05""",AAA,"=""[185564.55932651]""","=""[196955.224035287]""","=""1s.3p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""877.670877""","=""0.000004""","=""""","=""5.7759e+05""",AAA,"=""[185564.55932651]""","=""[196955.223920571]""","=""1s.3p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""877.672438""","=""0.000004""","=""""","=""2.4066e+05""",AAA,"=""[185564.5813147]""","=""[196955.225652215]""","=""1s.3p""","=""3P*""","=""1""","=""1s.9d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""877.672562""","=""0.000004""","=""""","=""4.3316e+05""",AAA,"=""[185564.5813147]""","=""[196955.224035287]""","=""1s.3p""","=""3P*""","=""1""","=""1s.9d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""877.693296""","=""0.000004""","=""""","=""3.2088e+05""",AAA,"=""[185564.8520073]""","=""[196955.225652215]""","=""1s.3p""","=""3P*""","=""0""","=""1s.9d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""884.914443""","=""0.000004""","=""""","=""2.1321e+05""",AAA,"=""[185564.55932651]""","=""[196861.9847334]""","=""1s.3p""","=""3P*""","=""2""","=""1s.9s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""884.916165""","=""0.000004""","=""""","=""1.2792e+05""",AAA,"=""[185564.5813147]""","=""[196861.9847334]""","=""1s.3p""","=""3P*""","=""1""","=""1s.9s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""884.937369""","=""0.000004""","=""""","=""4.2641e+04""",AAA,"=""[185564.8520073]""","=""[196861.9847334]""","=""1s.3p""","=""3P*""","=""0""","=""1s.9s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""886.366125""","=""0.000004""","=""""","=""1.442e+00""",AA,"=""[159855.971776]""","=""[171134.894441]""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""1P*""","=""1""",3,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""891.477170""","=""0.000005""","=""""","=""3.8260e+05""",AAA,"=""[184864.826715]""","=""[196079.08496364]""","=""1s.3s""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.696608""","=""0.000004""","=""""","=""8.857e+03""",AA,"=""[186101.54358476]""","=""[197213.351136821]""","=""1s.3d""","=""3D""","=""3""","=""1s.10f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.696681""","=""0.000004""","=""""","=""1.6007e+03""",AAA,"=""[186101.54358476]""","=""[197213.350237182]""","=""1s.3d""","=""3D""","=""3""","=""1s.10f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.696725""","=""0.000004""","=""""","=""3.6017e+05""",AAA,"=""[186101.54358476]""","=""[197213.349686315]""","=""1s.3d""","=""3D""","=""3""","=""1s.10f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.696749""","=""0.000004""","=""""","=""3.1161e+04""",AAA,"=""[186101.54358476]""","=""[197213.349392262]""","=""1s.3d""","=""3D""","=""3""","=""1s.10f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.696811""","=""0.000004""","=""""","=""6.651e+04""",AA,"=""[186101.54609533]""","=""[197213.351136821]""","=""1s.3d""","=""3D""","=""2""","=""1s.10f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.696884""","=""0.000004""","=""""","=""5.6012e+04""",AAA,"=""[186101.54609533]""","=""[197213.350237182]""","=""1s.3d""","=""3D""","=""2""","=""1s.10f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.696952""","=""0.000004""","=""""","=""2.5364e+05""",AAA,"=""[186101.54609533]""","=""[197213.349392262]""","=""1s.3d""","=""3D""","=""2""","=""1s.10f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.700463""","=""0.000004""","=""""","=""3.0254e+05""",AAA,"=""[186101.59029341]""","=""[197213.350237182]""","=""1s.3d""","=""3D""","=""1""","=""1s.10f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.752049""","=""0.000004""","=""""","=""1.2389e+04""",AAA,"=""[186104.96409510]""","=""[197216.086955998]""","=""1s.3d""","=""1D""","=""2""","=""1s.10p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.973645""","=""0.000005""","=""""","=""2.8406e+05""",AAA,"=""[186104.96409510]""","=""[197213.351136821]""","=""1s.3d""","=""1D""","=""2""","=""1s.10f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""899.973786""","=""0.000005""","=""""","=""7.516e+04""",AA,"=""[186104.96409510]""","=""[197213.349392262]""","=""1s.3d""","=""1D""","=""2""","=""1s.10f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""900.914475""","=""0.000005""","=""""","=""2.2323e+04""",AAA,"=""[186101.54358476]""","=""[197198.33011596]""","=""1s.3d""","=""3D""","=""3""","=""1s.10p""","=""3P*""","=""2""",7,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""900.914635""","=""0.000005""","=""""","=""1.9927e+04""",AAA,"=""[186101.54609533]""","=""[197198.33066214]""","=""1s.3d""","=""3D""","=""2""","=""1s.10p""","=""3P*""","=""1""",5,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""900.914679""","=""0.000005""","=""""","=""3.9853e+03""",AAA,"=""[186101.54609533]""","=""[197198.33011596]""","=""1s.3d""","=""3D""","=""2""","=""1s.10p""","=""3P*""","=""2""",5,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""900.917678""","=""0.000005""","=""""","=""2.6575e+04""",AAA,"=""[186101.59029341]""","=""[197198.33737542]""","=""1s.3d""","=""3D""","=""1""","=""1s.10p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""900.918223""","=""0.000005""","=""""","=""6.6439e+03""",AAA,"=""[186101.59029341]""","=""[197198.33066214]""","=""1s.3d""","=""3D""","=""1""","=""1s.10p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""900.918267""","=""0.000005""","=""""","=""2.6575e+02""",AAA,"=""[186101.59029341]""","=""[197198.33011596]""","=""1s.3d""","=""3D""","=""1""","=""1s.10p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""906.328214""","=""0.000005""","=""2*""","=""2.2973e+04""",AAA,"=""[185564.55932651]""","=""[196595.062062489]""","=""1s.3p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""906.328403""","=""0.000005""","=""2*""","=""2.0674e+05""",AAA,"=""[185564.55932651]""","=""[196595.059759543]""","=""1s.3p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""906.328417""","=""0.000005""","=""2*""","=""8.2704e+05""",AAA,"=""[185564.55932651]""","=""[196595.059597060]""","=""1s.3p""","=""3P*""","=""2""","=""1s.8d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""906.330021""","=""0.000005""","=""2*""","=""3.4460e+05""",AAA,"=""[185564.5813147]""","=""[196595.062062489]""","=""1s.3p""","=""3P*""","=""1""","=""1s.8d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""906.330210""","=""0.000005""","=""2*""","=""6.2023e+05""",AAA,"=""[185564.5813147]""","=""[196595.059759543]""","=""1s.3p""","=""3P*""","=""1""","=""1s.8d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""L366""",
He,1,"=""""","=""""","=""906.352263""","=""0.000005""","=""""","=""4.5947e+05""",AAA,"=""[185564.8520073]""","=""[196595.062062489]""","=""1s.3p""","=""3P*""","=""0""","=""1s.8d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""908.542077""","=""0.000005""","=""""","=""3.6807e+05""",AAA,"=""[186209.3623329]""","=""[197212.986924548]""","=""1s.3p""","=""1P*""","=""1""","=""1s.10d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""911.102599""","=""0.000005""","=""""","=""2.2000e+05""",AAA,"=""[186209.3623329]""","=""[197182.0629406]""","=""1s.3p""","=""1P*""","=""1""","=""1s.10s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""917.448830""","=""0.000005""","=""""","=""3.1109e+05""",AAA,"=""[185564.55932651]""","=""[196461.3592043]""","=""1s.3p""","=""3P*""","=""2""","=""1s.8s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""917.450682""","=""0.000005""","=""""","=""1.8665e+05""",AAA,"=""[185564.5813147]""","=""[196461.3592043]""","=""1s.3p""","=""3P*""","=""1""","=""1s.8s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""917.473473""","=""0.000005""","=""""","=""6.2217e+04""",AAA,"=""[185564.8520073]""","=""[196461.3592043]""","=""1s.3p""","=""3P*""","=""0""","=""1s.8s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""921.004947""","=""0.000005""","=""""","=""1.7331e+04""",AAA,"=""[186104.96409510]""","=""[196959.69020989]""","=""1s.3d""","=""1D""","=""2""","=""1s.9p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""921.032516""","=""0.000005""","=""""","=""1.289e+04""",AA,"=""[186101.54358476]""","=""[196955.944780980]""","=""1s.3d""","=""3D""","=""3""","=""1s.9f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
He,1,"=""""","=""""","=""921.032729""","=""0.000005""","=""""","=""9.691e+04""",AA,"=""[186101.54609533]""","=""[196955.944780980]""","=""1s.3d""","=""3D""","=""2""","=""1s.9f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
