element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Os,3,"=""188.03698""","=""0.0009""","=""188.0369""","=""0.0004""","=""63""","=""4.00e+07""",,"=""43501.91""","=""96682.95""","=""5d5.(4F).6s""","=""5F""","=""4""","=""5d5.(4D).6p""","=""5F*""","=""5""",9,11,,"=""T9870""","=""L20381""",
Os,3,"=""188.06550""","=""0.0009""","=""188.0651""","=""0.0004""","=""87""","=""1.00e+07""",,"=""35710.22""","=""88883.29""","=""5d5.(4D).6s""","=""5D""","=""3""","=""5d5.6p""","=""88883*""","=""3""",7,7,,"=""T9870""","=""L20381""",
Os,3,"=""188.26594""","=""0.0009""","=""188.2657""","=""0.0005""","=""953""","=""2.47e+08""",,"=""32857.75""","=""85974.17""","=""5d5.(4D).6s""","=""5D""","=""4""","=""5d5.6p""","=""85974*""","=""3""",9,7,,"=""T9870""","=""L20381""",
Os,3,"=""188.44414""","=""0.0009""","=""188.4440""","=""0.0005""","=""20""","=""2.64e+07""",,"=""55868.27""","=""108934.42""","=""5d5.(2H).6s""","=""3H""","=""6""","=""5d5.6p""","=""108934*""","=""5""",13,11,,"=""T9870""","=""L20381""",
Os,3,"=""188.55341""","=""0.0009""","=""188.5531""","=""0.0004""","=""510""","=""6.00e+07""",,"=""21136.37""","=""74171.84""","=""5d6""","=""3D""","=""2""","=""5d5.6p""","=""74171*""","=""3""",5,7,,"=""T9870""","=""L20381""",
Os,3,"=""188.64322""","=""0.0009""","=""188.6429""","=""0.0005""","=""25""","=""6.77e+07""",,"=""55868.27""","=""108878.47""","=""5d5.(2H).6s""","=""3H""","=""6""","=""5d5.(2H).6p""","=""3I*""","=""6""",13,13,,"=""T9870""","=""L20381""",
Os,3,"=""188.66594""","=""0.0009""","=""188.6660""","=""0.0005""","=""535""","=""4.00e+07""",,"=""27885.00""","=""80888.73""","=""5d6""","=""1I""","=""6""","=""5d5.6p""","=""80888*""","=""5""",13,11,,"=""T9870""","=""L20381""",
Os,3,"=""189.01710""","=""0.0009""","=""189.0181""","=""0.0006""","=""74""","=""1.36e+08""",,"=""51319.29""","=""104224.29""","=""5d5.6s""","=""51319""","=""4""","=""""","=""104224*""","=""3""",9,7,,"=""T9870""","=""L20381""",
Os,3,"=""189.12074""","=""0.0009""","=""189.1202""","=""0.0004""","=""35""","=""2.78e+07""",,"=""40611.66""","=""93488.08""","=""5d5.(4G).6s""","=""3G""","=""4""","=""5d5.(4G).6p""","=""3H*""","=""4""",9,9,,"=""T9870""","=""L20381""",
Os,3,"=""189.22679""","=""0.0009""","=""189.2260""","=""0.0007""","=""72""","=""1.08e+08""",,"=""44000.29""","=""96847.14""","=""""","=""44000""","=""3""","=""""","=""96847*""","=""2""",7,5,,"=""T9870""","=""L20381""",
Os,3,"=""189.55554""","=""0.0009""","=""189.5550""","=""0.0004""","=""926""","=""1.37e+08""",,"=""28512.63""","=""81267.77""","=""5d5.6s""","=""28512""","=""3""","=""5d5.6p""","=""81267*""","=""3""",7,7,,"=""T9870""","=""L20381""",
Os,3,"=""""","=""""","=""189.7472""","=""0.0006""","=""m(Os III)""","=""9.36e+07""",,"=""53663.39""","=""106365.08""","=""5d5.6s""","=""53663""","=""4""","=""5d5.6p""","=""106365*""","=""5""",9,11,,"=""T9870""","=""L20381""",
Os,3,"=""189.75126""","=""0.0009""","=""189.7512""","=""0.0004""","=""918""","=""1.33e+08""",,"=""32857.75""","=""85558.35""","=""5d5.(4D).6s""","=""5D""","=""4""","=""5d5.6p""","=""85558*""","=""4""",9,9,,"=""T9870""","=""L20381""",
Os,3,"=""189.88160""","=""0.0009""","=""189.8813""","=""0.0003""","=""44""","=""2.46e+07""",,"=""40782.99""","=""93447.48""","=""5d5.(2I).6s""","=""3I""","=""6""","=""5d5.(4G).6p""","=""3H*""","=""6""",13,13,,"=""T9870""","=""L20381""",
Os,3,"=""189.97988""","=""0.0009""","=""189.9804""","=""0.0005""","=""19""","=""2.57e+07""",,"=""39842.60""","=""92479.60""","=""""","=""39842""","=""2""","=""5d5.6p""","=""92479*""","=""3""",5,7,,"=""T9870""","=""L20381""",
Os,3,"=""190.09827""","=""0.0009""","=""190.0982""","=""0.0004""","=""108""","=""4.09e+07""",,"=""38705.98""","=""91310.38""","=""5d5.(2I).6s""","=""3I""","=""5""","=""5d5.6p""","=""91310*""","=""5""",11,11,,"=""T9870""","=""L20381""",
Os,3,"=""190.22531""","=""0.0009""","=""190.2260""","=""0.0005""","=""1257""","=""2.32e+08""",,"=""28637.57""","=""81206.61""","=""5d5.(4G).6s""","=""5G""","=""6""","=""5d5.(4G).6p""","=""5G*""","=""6""",13,13,,"=""T9870""","=""L20381""",
Os,3,"=""190.27943""","=""0.0009""","=""190.2790""","=""0.0004""","=""164""","=""1.02e+08""",,"=""35710.22""","=""88264.64""","=""5d5.(4D).6s""","=""5D""","=""3""","=""5d5.6p""","=""88264*""","=""2""",7,5,,"=""T9870""","=""L20381""",
Os,3,"=""190.38528""","=""0.0009""","=""190.3851""","=""0.0005""","=""942""","=""2.20e+08""",,"=""22948.90""","=""75474.02""","=""5d5.(6S).6s""","=""5S""","=""2""","=""5d5.(6S).6p""","=""5P*""","=""2""",5,5,,"=""T9870""","=""L20381""",
Os,3,"=""190.44842""","=""0.0018""","=""190.4500""","=""0.0005""","=""25""","=""1.40e+07""",,"=""36473.90""","=""88981.11""","=""5d5.6s""","=""36473""","=""2""","=""5d5.6p""","=""88981*""","=""2""",5,5,,"=""T9870""","=""L20381""",
Os,3,"=""190.46136""","=""0.0009""","=""190.4613""","=""0.0004""","=""950""","=""9.92e+07""",,"=""28702.51""","=""81206.61""","=""5d5.(4G).6s""","=""5G""","=""5""","=""5d5.(4G).6p""","=""5G*""","=""6""",11,13,,"=""T9870""","=""L20381""",
Os,3,"=""190.63150""","=""0.0009""","=""190.6314""","=""0.0005""","=""374""","=""1.49e+08""",,"=""45223.77""","=""97681.02""","=""5d5.(4D).6s""","=""3D""","=""3""","=""""","=""97681*""","=""3""",7,7,,"=""T9870""","=""L20381""",
Os,3,"=""190.74050""","=""0.0018""","=""190.7420""","=""0.0004""","=""22""","=""8.57e+06""",,"=""21745.01""","=""74171.84""","=""5d6""","=""3D""","=""3""","=""5d5.6p""","=""74171*""","=""3""",7,7,,"=""T9870""","=""L20381""",
Os,3,"=""190.80455""","=""0.0009""","=""190.8055""","=""0.0004""","=""109""","=""1.14e+07""",,"=""36473.90""","=""88883.29""","=""5d5.6s""","=""36473""","=""2""","=""5d5.6p""","=""88883*""","=""3""",5,7,,"=""T9870""","=""L20381""",
