element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Y,1,"=""274.25018""","=""274.250022""","=""0.000015""","=""70""","=""6.6e+05""",B,"=""0.000""","=""36452.295""","=""4d.5s2""","=""a 2D""","=""3/2""","=""4d2.(1D).5p""","=""w 2D*""","=""3/2""",4,4,,"=""T9421""","=""L7610,L3475""",
Y,1,"=""288.64547""","=""288.64547""","=""0.00003""","=""95""","=""1.72e+06""",C+,"=""11359.757""","=""45994.176""","=""5s2.5p""","=""z 2P*""","=""3/2""","=""5p2.(3P).4d?""","=""f 2P""","=""3/2""",4,4,,"=""T9421""","=""L7610,L3475""",
Y,1,"=""294.8406""","=""294.840250""","=""0.000009""","=""390""","=""3.56e+07""",B+,"=""0.000""","=""33906.761""","=""4d.5s2""","=""a 2D""","=""3/2""","=""4d2.(3F).5p""","=""x 2D*""","=""3/2""",4,4,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""297.4588""","=""297.458610""","=""0.000009""","=""480""","=""3.52e+07""",B+,"=""0.000""","=""33608.312""","=""4d.5s2""","=""a 2D""","=""3/2""","=""4d2.(3F).5p""","=""x 2F*""","=""5/2""",4,6,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""298.4254""","=""298.425284""","=""0.000020""","=""750""","=""4.78e+07""",B+,"=""530.351""","=""34029.802""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d2.(3F).5p""","=""x 2F*""","=""7/2""",6,8,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""299.52574""","=""299.525466""","=""0.000013""","=""70""","=""5.1e+06""",B+,"=""530.351""","=""33906.761""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d2.(3F).5p""","=""x 2D*""","=""3/2""",6,4,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""299.6939""","=""299.694300""","=""0.000009""","=""140""","=""8.4e+06""",B+,"=""0.000""","=""33357.608""","=""4d.5s2""","=""a 2D""","=""3/2""","=""4d2.(3F).5p""","=""y 4D*""","=""5/2""",4,6,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""300.52618""","=""300.525976""","=""0.000009""","=""70""","=""4.7e+06""",B+,"=""0.000""","=""33265.298""","=""4d.5s2""","=""a 2D""","=""3/2""","=""4d2.(3F).5p""","=""y 4D*""","=""3/2""",4,4,,"=""T9421""","=""L7610,L3475""",
Y,1,"=""302.22814""","=""302.228076""","=""0.000013""","=""90""","=""6.6e+06""",B+,"=""530.351""","=""33608.312""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d2.(3F).5p""","=""x 2F*""","=""5/2""",6,6,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""303.8467""","=""303.846861""","=""0.000013""","=""12""","=""5.2e+05""",B+,"=""530.351""","=""33432.092""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d2.(3F).5p""","=""z 2G*""","=""7/2""",6,8,,"=""T9421""","=""L7610""",
Y,1,"=""304.53628""","=""304.536308""","=""0.000013""","=""190""","=""1.07e+07""",B+,"=""530.351""","=""33357.608""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d2.(3F).5p""","=""y 4D*""","=""5/2""",6,6,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""""","=""305.395112""","=""0.000013""","=""""","=""1.86e+05""",B,"=""530.351""","=""33265.298""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d2.(3F).5p""","=""y 4D*""","=""3/2""",6,4,,"=""T9421""","=""""",
Y,2,"=""311.2029""","=""311.20295+""","=""""","=""55*""","=""1.30e+06""",C+,"=""0.000""","=""32124.054""","=""5s2""","=""a 1S""","=""0""","=""4d.5p""","=""y 3P*""","=""1""",1,3,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""315.56472""","=""315.56477""","=""0.00004""","=""13""","=""2.7e+05""",C+,"=""0.000""","=""31680.043""","=""4d.5s2""","=""a 2D""","=""3/2""","=""4d2.(3F).5p""","=""y 4F*""","=""5/2""",4,6,,"=""T4373""","=""L7610""",
Y,1,"=""317.28352""","=""317.28347""","=""0.00005""","=""3""","=""1.01e+06""",C+,"=""0.000""","=""31508.441""","=""4d.5s2""","=""a 2D""","=""3/2""","=""4d2.(3F).5p""","=""y 4F*""","=""3/2""",4,4,,"=""T4373""","=""L7610""",
Y,2,"=""317.9415""","=""317.94160+""","=""""","=""220""","=""3.78e+06""",B+,"=""840.198""","=""32283.420""","=""4d.5s""","=""a 3D""","=""1""","=""4d.5p""","=""y 3P*""","=""2""",3,5,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""318.5944""","=""318.59424""","=""0.00005""","=""1""","=""1.92e+05""",C+,"=""530.351""","=""31909.164""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d2.(3F).5p""","=""y 4F*""","=""7/2""",6,8,,"=""T9421""","=""L7610""",
Y,2,"=""319.5613""","=""319.56132+""","=""""","=""2300""","=""8.2e+07""",B+,"=""840.198""","=""32124.054""","=""4d.5s""","=""a 3D""","=""1""","=""4d.5p""","=""y 3P*""","=""1""",3,3,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""320.0269""","=""320.02691+""","=""""","=""2200""","=""4.8e+07""",B+,"=""1045.076""","=""32283.420""","=""4d.5s""","=""a 3D""","=""2""","=""4d.5p""","=""y 3P*""","=""2""",5,5,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""320.3320""","=""320.33203+""","=""""","=""2200""","=""2.76e+08""",B+,"=""840.198""","=""32048.788""","=""4d.5s""","=""a 3D""","=""1""","=""4d.5p""","=""y 3P*""","=""0""",3,1,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""320.9377""","=""320.93774""","=""0.00004""","=""1""","=""3.0e+05""",C+,"=""530.351""","=""31680.043""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d2.(3F).5p""","=""y 4F*""","=""5/2""",6,6,,"=""T4373""","=""L7610""",
Y,2,"=""321.6680""","=""321.66800+""","=""""","=""3560""","=""2.03e+08""",B,"=""1045.076""","=""32124.054""","=""4d.5s""","=""a 3D""","=""2""","=""4d.5p""","=""y 3P*""","=""1""",5,3,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""322.708""","=""322.71563""","=""0.00005""","=""""","=""1.09e+05""",C+,"=""530.351""","=""31508.441""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d2.(3F).5p""","=""y 4F*""","=""3/2""",6,4,,"=""T4373""","=""L7621""",
Y,2,"=""324.2272""","=""324.22725+""","=""""","=""6200""","=""2.03e+08""",B+,"=""1449.752""","=""32283.420""","=""4d.5s""","=""a 3D""","=""3""","=""4d.5p""","=""y 3P*""","=""2""",7,5,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""334.0378""","=""334.03796""","=""0.00005""","=""55""","=""9.3e+05""",C+,"=""16066.064""","=""45994.176""","=""4d.5s.(3D).5p""","=""z 2D*""","=""5/2""","=""5p2.(3P).4d?""","=""f 2P""","=""3/2""",6,4,,"=""T9421""","=""L7610,L3475""",
Y,1,"=""""","=""334.93412""","=""0.00005""","=""""","=""1.21e+06""",C+,"=""16146.138""","=""45994.176""","=""4d.5s.(3D).5p""","=""z 2D*""","=""3/2""","=""5p2.(3P).4d?""","=""f 2P""","=""3/2""",4,4,,"=""T9421""","=""""",
Y,2,"=""344.8804""","=""344.88056+""","=""""","=""200""","=""4.1e+06""",B+,"=""3296.180""","=""32283.420""","=""4d.5s""","=""a 1D""","=""2""","=""4d.5p""","=""y 3P*""","=""2""",5,5,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""346.7871""","=""346.78718+""","=""""","=""110""","=""2.70e+06""",B,"=""3296.180""","=""32124.054""","=""4d.5s""","=""a 1D""","=""2""","=""4d.5p""","=""y 3P*""","=""1""",5,3,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""348.40475""","=""348.404703""","=""0.000024""","=""600""","=""6.7e+05""",B+,"=""0.000""","=""28694.040""","=""4d.5s2""","=""a 2D""","=""3/2""","=""4d2.(3F).5p""","=""z 4G*""","=""5/2""",4,6,,"=""T9421""","=""L7610""",
Y,2,"=""349.6079""","=""349.60797+""","=""""","=""1700""","=""3.49e+07""",B+,"=""0.000""","=""28595.285""","=""5s2""","=""a 1S""","=""0""","=""4d.5p""","=""z 3D*""","=""1""",1,3,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""351.05169""","=""351.05176""","=""0.00006""","=""4""","=""1.24e+06""",C+,"=""15712.522""","=""44190.205""","=""4d.5s.(3D).5p""","=""z 4F*""","=""7/2""","=""5p2.(3P).4d""","=""4F""","=""9/2""",8,10,,"=""T9421""","=""L7610""",
Y,2,"=""354.9002""","=""354.90027+""","=""""","=""3900""","=""4.0e+07""",B+,"=""1045.076""","=""29213.958""","=""4d.5s""","=""a 3D""","=""2""","=""4d.5p""","=""z 3D*""","=""3""",5,7,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""354.96586""","=""354.96571""","=""0.00003""","=""3""","=""8.2e+04""",C+,"=""530.351""","=""28694.040""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d2.(3F).5p""","=""z 4G*""","=""5/2""",6,6,,"=""T9421""","=""L7610""",
Y,1,"=""355.26905""","=""355.26902""","=""0.00003""","=""540""","=""2.28e+07""",B+,"=""0.000""","=""28139.645""","=""4d.5s2""","=""a 2D""","=""3/2""","=""4d.5s.(1D).5p""","=""x 2P*""","=""3/2""",4,4,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""357.60526""","=""357.60514""","=""0.00007""","=""260""","=""9.0e+06""",B,"=""16234.382""","=""44190.205""","=""4d.5s.(3D).5p""","=""z 4F*""","=""9/2""","=""5p2.(3P).4d""","=""4F""","=""9/2""",10,10,,"=""T9421""","=""L7610,L3475""",
Y,2,"=""358.4514""","=""358.45156+""","=""""","=""3300""","=""4.0e+07""",B+,"=""840.198""","=""28730.010""","=""4d.5s""","=""a 3D""","=""1""","=""4d.5p""","=""z 3D*""","=""2""",3,5,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""360.0731""","=""360.07325+""","=""""","=""10000""","=""1.38e+08""",B+,"=""1449.752""","=""29213.958""","=""4d.5s""","=""a 3D""","=""3""","=""4d.5p""","=""z 3D*""","=""3""",7,7,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""360.1915""","=""360.19155+""","=""""","=""6200""","=""1.12e+08""",B+,"=""840.198""","=""28595.285""","=""4d.5s""","=""a 3D""","=""1""","=""4d.5p""","=""z 3D*""","=""1""",3,3,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""361.1043""","=""361.10430+""","=""""","=""7800""","=""1.04e+08""",B+,"=""1045.076""","=""28730.010""","=""4d.5s""","=""a 3D""","=""2""","=""4d.5p""","=""z 3D*""","=""2""",5,5,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""362.0940""","=""362.09363""","=""0.00003""","=""4300""","=""2.34e+08""",B+,"=""530.351""","=""28139.645""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d.5s.(1D).5p""","=""x 2P*""","=""3/2""",6,4,,"=""T4373""","=""L7610,L3475""",
Y,2,"=""362.8700""","=""362.87020+""","=""""","=""1900""","=""3.29e+07""",B+,"=""1045.076""","=""28595.285""","=""4d.5s""","=""a 3D""","=""2""","=""4d.5p""","=""z 3D*""","=""1""",5,3,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""363.3121""","=""363.31212+""","=""""","=""7800""","=""1.3e+08""",D+,"=""0.000""","=""27516.699""","=""5s2""","=""a 1S""","=""0""","=""4d.5p""","=""z 1P*""","=""1""",1,3,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""366.4610""","=""366.46107+""","=""""","=""3000""","=""3.7e+07""",B+,"=""1449.752""","=""28730.010""","=""4d.5s""","=""a 3D""","=""3""","=""4d.5p""","=""z 3D*""","=""2""",7,5,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""369.25234""","=""369.25229""","=""0.00007""","=""170""","=""4.2e+06""",B,"=""17116.156""","=""44190.205""","=""4d.5s.(3D).5p""","=""z 4D*""","=""7/2""","=""5p2.(3P).4d""","=""4F""","=""9/2""",8,10,,"=""T9421""","=""L7610,L3475""",
Y,2,"=""371.0287""","=""371.02873+""","=""""","=""13000""","=""1.54e+08""",B+,"=""1449.752""","=""28394.177""","=""4d.5s""","=""a 3D""","=""3""","=""4d.5p""","=""z 3F*""","=""4""",7,9,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""374.7551""","=""374.75523+""","=""""","=""1200""","=""2.0e+07""",D+,"=""840.198""","=""27516.699""","=""4d.5s""","=""a 3D""","=""1""","=""4d.5p""","=""z 1P*""","=""1""",3,3,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""377.4330""","=""377.43299+""","=""""","=""10000""","=""1.10e+08""",B+,"=""1045.076""","=""27532.321""","=""4d.5s""","=""a 3D""","=""2""","=""4d.5p""","=""z 3F*""","=""3""",5,7,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""377.6556""","=""377.65573+""","=""""","=""1400""","=""2.4e+07""",D+,"=""1045.076""","=""27516.699""","=""4d.5s""","=""a 3D""","=""2""","=""4d.5p""","=""z 1P*""","=""1""",5,3,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""378.8693""","=""378.86936+""","=""""","=""7400""","=""8.0e+07""",B+,"=""840.198""","=""27227.027""","=""4d.5s""","=""a 3D""","=""1""","=""4d.5p""","=""z 3F*""","=""2""",3,5,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""381.8341""","=""381.83414+""","=""""","=""1300""","=""9.7e+06""",B+,"=""1045.076""","=""27227.027""","=""4d.5s""","=""a 3D""","=""2""","=""4d.5p""","=""z 3F*""","=""2""",5,5,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""383.2889""","=""383.28908+""","=""""","=""4000""","=""2.95e+07""",B+,"=""1449.752""","=""27532.321""","=""4d.5s""","=""a 3D""","=""3""","=""4d.5p""","=""z 3F*""","=""3""",7,7,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""387.8285""","=""387.82868+""","=""""","=""480""","=""2.83e+06""",B+,"=""1449.752""","=""27227.027""","=""4d.5s""","=""a 3D""","=""3""","=""4d.5p""","=""z 3F*""","=""2""",7,5,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""""","=""391.81682""","=""0.00003""","=""""","=""4.4e+06""",B+,"=""10937.390""","=""36452.295""","=""4d2.(3F).5s""","=""a 4F""","=""3/2""","=""4d2.(1D).5p""","=""w 2D*""","=""3/2""",4,4,,"=""T9421""","=""""",
Y,2,"=""393.0658""","=""393.06583+""","=""""","=""240""","=""2.12e+06""",B,"=""3296.180""","=""28730.010""","=""4d.5s""","=""a 1D""","=""2""","=""4d.5p""","=""z 3D*""","=""2""",5,5,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""395.0349""","=""395.03494+""","=""""","=""4400""","=""2.78e+07""",B+,"=""840.198""","=""26147.252""","=""4d.5s""","=""a 3D""","=""1""","=""4d.5p""","=""z 1D*""","=""2""",3,5,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""395.1590""","=""395.15907+""","=""""","=""150""","=""1.47e+06""",B,"=""3296.180""","=""28595.285""","=""4d.5s""","=""a 1D""","=""2""","=""4d.5p""","=""z 3D*""","=""1""",5,3,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""398.2592""","=""398.25920+""","=""""","=""3600""","=""2.71e+07""",B+,"=""1045.076""","=""26147.252""","=""4d.5s""","=""a 3D""","=""2""","=""4d.5p""","=""z 1D*""","=""2""",5,5,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""""","=""398.97799""","=""0.00004""","=""""","=""7.1e+06""",B,"=""11078.614""","=""36135.567""","=""4d2.(3F).5s""","=""a 4F""","=""5/2""","=""4d2.(3P).5p""","=""z 4S*""","=""3/2""",6,4,,"=""T9421""","=""""",
Y,1,"=""403.9826""","=""403.982219""","=""0.000016""","=""940""","=""1.12e+07""",B+,"=""0.000""","=""24746.573""","=""4d.5s2""","=""a 2D""","=""3/2""","=""4d.5s.(1D).5p""","=""y 2D*""","=""5/2""",4,6,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""407.7359""","=""407.735998""","=""0.000017""","=""9400""","=""1.11e+08""",C+,"=""0.000""","=""24518.751""","=""4d.5s2""","=""a 2D""","=""3/2""","=""4d.5s.(1D).5p""","=""y 2F*""","=""5/2""",4,6,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""408.3705""","=""408.37033""","=""0.00003""","=""2000""","=""2.5e+07""",C+,"=""0.000""","=""24480.666""","=""4d.5s2""","=""a 2D""","=""3/2""","=""4d.5s.(3D).5p""","=""y 2P*""","=""3/2""",4,4,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""""","=""408.62186""","=""0.00007""","=""""","=""3.8e+06""",C+,"=""21528.579""","=""45994.176""","=""4d.5s.(3D).5p""","=""z 2F*""","=""5/2""","=""5p2.(3P).4d?""","=""f 2P""","=""3/2""",6,4,,"=""T9421""","=""""",
Y,1,"=""410.2364""","=""410.23691""","=""0.00004""","=""9900""","=""1.27e+08""",C+,"=""530.351""","=""24899.632""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d.5s.(1D).5p""","=""y 2F*""","=""7/2""",6,8,,"=""T4373""","=""L7610,L3475""",
Y,2,"=""412.4904""","=""412.49058+""","=""""","=""320""","=""1.76e+06""",B+,"=""3296.180""","=""27532.321""","=""4d.5s""","=""a 1D""","=""2""","=""4d.5p""","=""z 3F*""","=""3""",5,7,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""412.8304""","=""412.829876""","=""0.000024""","=""8900""","=""1.56e+08""",A,"=""530.351""","=""24746.573""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d.5s.(1D).5p""","=""y 2D*""","=""5/2""",6,6,,"=""T4373""","=""L7611,L3475""",
Y,1,"=""414.2841""","=""414.28358""","=""0.00003""","=""7500""","=""1.59e+08""",B+,"=""0.000""","=""24131.250""","=""4d.5s2""","=""a 2D""","=""3/2""","=""4d.5s.(1D).5p""","=""y 2D*""","=""3/2""",4,4,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""416.75131""","=""416.750671""","=""0.000025""","=""2400""","=""2.4e+07""",C,"=""530.351""","=""24518.751""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d.5s.(1D).5p""","=""y 2F*""","=""5/2""",6,6,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""417.41332""","=""417.41339""","=""0.00004""","=""2000""","=""3.1e+07""",C+,"=""530.351""","=""24480.666""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d.5s.(3D).5p""","=""y 2P*""","=""3/2""",6,4,,"=""T4373""","=""L7610,L3475""",
Y,2,"=""417.7528""","=""417.75296+""","=""""","=""8000""","=""5.3e+07""",B+,"=""3296.180""","=""27227.027""","=""4d.5s""","=""a 1D""","=""2""","=""4d.5p""","=""z 3F*""","=""2""",5,5,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""419.9273""","=""419.92757+""","=""""","=""120""","=""5.35e+05""",A,"=""840.198""","=""24647.121""","=""4d.5s""","=""a 3D""","=""1""","=""5s.5p""","=""z 3P*""","=""2""",3,5,,"=""T4373""","=""L10987,L3475""",
Y,2,"=""420.4692""","=""420.46940+""","=""""","=""380""","=""2.19e+06""",A+,"=""0.000""","=""23776.245""","=""5s2""","=""a 1S""","=""0""","=""5s.5p""","=""z 3P*""","=""1""",1,3,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""423.13017""","=""423.13004""","=""0.00003""","=""3""","=""1.2e+06""",D+,"=""10529.169""","=""34155.912""","=""5s2.5p""","=""z 2P*""","=""1/2""","=""5p2.(3P).5s""","=""e 4P""","=""3/2""",2,4,,"=""T4373""","=""L7610""",
Y,1,"=""423.25412""","=""423.25415""","=""0.00003""","=""14""","=""2.0e+06""",D+,"=""15245.803""","=""38865.618""","=""4d.5s.(3D).5p""","=""z 4F*""","=""5/2""","=""4d.5s.(3D).5d""","=""f 4D""","=""7/2""",6,8,,"=""T4373""","=""L7610""",
Y,2,"=""423.5727""","=""423.5728+""","=""""","=""600""","=""2.32e+06""",A+,"=""1045.076""","=""24647.121""","=""4d.5s""","=""a 3D""","=""2""","=""5s.5p""","=""z 3P*""","=""2""",5,5,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""423.5929""","=""423.59340""","=""0.00004""","=""2200""","=""3.00e+07""",B+,"=""530.351""","=""24131.250""","=""4d.5s2""","=""a 2D""","=""5/2""","=""4d.5s.(1D).5p""","=""y 2D*""","=""3/2""",6,4,,"=""T4373""","=""L7610,L3475""",
Y,2,"=""430.9620""","=""430.9622+""","=""""","=""2800""","=""1.285e+07""",A+,"=""1449.752""","=""24647.121""","=""4d.5s""","=""a 3D""","=""3""","=""5s.5p""","=""z 3P*""","=""2""",7,5,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""431.78631""","=""431.78625""","=""0.00003""","=""8""","=""1.5e+06""",D+,"=""15712.522""","=""38865.618""","=""4d.5s.(3D).5p""","=""z 4F*""","=""7/2""","=""4d.5s.(3D).5d""","=""f 4D""","=""7/2""",8,8,,"=""T4373""","=""L7610""",
Y,1,"=""435.2404""","=""435.24004""","=""0.00003""","=""4""","=""6.6e+05""",C+,"=""10937.390""","=""33906.761""","=""4d2.(3F).5s""","=""a 4F""","=""3/2""","=""4d2.(3F).5p""","=""x 2D*""","=""3/2""",4,4,,"=""T4373""","=""L7610""",
Y,2,"=""435.8723""","=""435.8724+""","=""""","=""800""","=""5.55e+06""",A+,"=""840.198""","=""23776.245""","=""4d.5s""","=""a 3D""","=""1""","=""5s.5p""","=""z 3P*""","=""1""",3,3,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""436.60235""","=""436.60258""","=""0.00003""","=""120""","=""1.37e+07""",C+,"=""11359.757""","=""34257.447""","=""5s2.5p""","=""z 2P*""","=""3/2""","=""5s2.(2D).5d""","=""e 2D""","=""5/2""",4,6,,"=""T4373""","=""L7610,L3475""",
Y,2,"=""437.4933""","=""437.4933+""","=""""","=""12000""","=""1.0e+08""",A,"=""3296.180""","=""26147.252""","=""4d.5s""","=""a 1D""","=""2""","=""4d.5p""","=""z 1D*""","=""2""",5,5,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""437.9327""","=""437.93265""","=""0.00003""","=""80""","=""7.9e+06""",B+,"=""11078.614""","=""33906.761""","=""4d2.(3F).5s""","=""a 4F""","=""5/2""","=""4d2.(3F).5p""","=""x 2D*""","=""3/2""",6,4,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""438.5474""","=""438.54726""","=""0.00003""","=""30""","=""6.9e+06""",D+,"=""11359.757""","=""34155.912""","=""5s2.5p""","=""z 2P*""","=""3/2""","=""5p2.(3P).5s""","=""e 4P""","=""3/2""",4,4,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""439.4007""","=""439.40080""","=""0.00004""","=""30""","=""1.95e+06""",B+,"=""11277.928""","=""34029.802""","=""4d2.(3F).5s""","=""a 4F""","=""7/2""","=""4d2.(3F).5p""","=""x 2F*""","=""7/2""",8,8,,"=""T4373""","=""L7610,L3475""",
Y,2,"=""439.8008""","=""439.8010+""","=""""","=""1800""","=""1.151e+07""",A+,"=""1045.076""","=""23776.245""","=""4d.5s""","=""a 3D""","=""2""","=""5s.5p""","=""z 3P*""","=""1""",5,3,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""440.9700""","=""440.96981""","=""0.00003""","=""2""","=""2.8e+05""",D+,"=""10937.390""","=""33608.312""","=""4d2.(3F).5s""","=""a 4F""","=""3/2""","=""4d2.(3F).5p""","=""x 2F*""","=""5/2""",4,6,,"=""T4373""","=""L7610""",
Y,1,"=""441.74307""","=""441.74311""","=""0.00004""","=""30""","=""3.2e+06""",D+,"=""16234.382""","=""38865.618""","=""4d.5s.(3D).5p""","=""z 4F*""","=""9/2""","=""4d.5s.(3D).5d""","=""f 4D""","=""7/2""",10,8,,"=""T4373""","=""L7610""",
Y,2,"=""442.2583""","=""442.2585+""","=""""","=""890""","=""1.83e+07""",A+,"=""840.198""","=""23445.063""","=""4d.5s""","=""a 3D""","=""1""","=""5s.5p""","=""z 3P*""","=""0""",3,1,,"=""T4373""","=""L10987,L3475""",
Y,1,"=""443.73402""","=""443.73401""","=""0.00003""","=""80""","=""8.6e+06""",B+,"=""11078.614""","=""33608.312""","=""4d2.(3F).5s""","=""a 4F""","=""5/2""","=""4d2.(3F).5p""","=""x 2F*""","=""5/2""",6,6,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""444.3652""","=""444.36502""","=""0.00006""","=""100""","=""1.04e+07""",B+,"=""11532.096""","=""34029.802""","=""4d2.(3F).5s""","=""a 4F""","=""9/2""","=""4d2.(3F).5p""","=""x 2F*""","=""7/2""",10,8,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""445.9010""","=""445.90084""","=""0.00003""","=""37""","=""1.77e+06""",B+,"=""10937.390""","=""33357.608""","=""4d2.(3F).5s""","=""a 4F""","=""3/2""","=""4d2.(3F).5p""","=""y 4D*""","=""5/2""",4,6,,"=""T4373""","=""L7610""",
Y,1,"=""""","=""447.23218""","=""0.00003""","=""""","=""6.3e+05""",B+,"=""11078.614""","=""33432.092""","=""4d2.(3F).5s""","=""a 4F""","=""5/2""","=""4d2.(3F).5p""","=""z 2G*""","=""7/2""",6,8,,"=""T9421""","=""""",
Y,1,"=""447.6951""","=""447.69471""","=""0.00003""","=""180""","=""2.72e+07""",B+,"=""11277.928""","=""33608.312""","=""4d2.(3F).5s""","=""a 4F""","=""7/2""","=""4d2.(3F).5p""","=""x 2F*""","=""5/2""",8,6,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""447.74424""","=""447.74436""","=""0.00003""","=""160""","=""3.21e+07""",B+,"=""10937.390""","=""33265.298""","=""4d2.(3F).5s""","=""a 4F""","=""3/2""","=""4d2.(3F).5p""","=""y 4D*""","=""3/2""",4,4,,"=""T9421""","=""L7610,L3475""",
Y,1,"=""448.44389""","=""448.44371""","=""0.00004""","=""45""","=""4.6e+06""",B+,"=""15326.741""","=""37619.829""","=""4d2.(3F).5s""","=""a 2F""","=""5/2""","=""4d2.(1D).5p""","=""w 2F*""","=""7/2""",6,8,,"=""T9421""","=""L7610""",
Y,1,"=""448.7279""","=""448.72741""","=""0.00003""","=""110""","=""2.01e+07""",B+,"=""11078.614""","=""33357.608""","=""4d2.(3F).5s""","=""a 4F""","=""5/2""","=""4d2.(3F).5p""","=""y 4D*""","=""5/2""",6,6,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""448.7460""","=""448.74634""","=""0.00008""","=""300""","=""1.49e+08""",B+,"=""10937.390""","=""33215.444""","=""4d2.(3F).5s""","=""a 4F""","=""3/2""","=""4d2.(3F).5p""","=""y 4D*""","=""1/2""",4,2,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""449.17396""","=""449.17366""","=""0.00006""","=""30""","=""2.3e+06""",C+,"=""11532.096""","=""33788.956""","=""4d2.(3F).5s""","=""a 4F""","=""9/2""","=""4d2.(3F).5p""","=""z 2G*""","=""9/2""",10,10,,"=""T4373""","=""L7610,L3475""",
Y,1,"=""450.5948""","=""450.59441""","=""0.00003""","=""500""","=""1.01e+08""",B+,"=""11078.614""","=""33265.298""","=""4d2.(3F).5s""","=""a 4F""","=""5/2""","=""4d2.(3F).5p""","=""y 4D*""","=""3/2""",6,4,,"=""T9421""","=""L7610,L3475""",
