element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Mn,2,"=""194.266""","=""0.0015""","=""194.2642""","=""0.0007""","=""40""","=""3.5e+08""",D,"=""55697.014""","=""107173.3""","=""3d4.4s2""","=""c 5D""","=""4""","=""3d4.(b 3F).4s.4p.(3P*)""","=""u 5P*""","=""3""",9,7,,"=""c88""","=""L562""",
Mn,2,"=""194.3541""","=""0.0018""","=""194.3537""","=""0.0004""","=""100*""","=""1.5e+08""",D,"=""43537.186""","=""94989.77""","=""3d5.(4F).4s""","=""a 5F""","=""4""","=""3d4.(5D).4s.4p.(3P*)""","=""w 5D*""","=""3""",9,7,,"=""c88""","=""L562""",
Mn,2,"=""194.416""","=""0.002""","=""194.4162""","=""0.0005""","=""100*""","=""4.2e+08""",D,"=""54938.213""","=""106374.25""","=""3d4.4s2""","=""c 5D""","=""1""","=""3d4.(b 3F).4s.4p.(3P*)""","=""v 5F*""","=""2""",3,5,,"=""c88""","=""L562""",
Mn,2,"=""194.436""","=""0.0015""","=""194.4364""","=""0.0008""","=""20""","=""1.7e+08""",D,"=""49882.208""","=""101312.9""","=""3d5.(4F).4s""","=""c 3F""","=""4""","=""3d4.(5D).4s.4p.(3P*)""","=""t 3D*""","=""3""",9,7,,"=""c88""","=""L562""",
Mn,2,"=""194.477""","=""0.002""","=""194.4790""","=""0.0011""","=""40*""","=""3.6e+08""",D,"=""54846.269""","=""106265.7""","=""3d4.4s2""","=""c 5D""","=""0""","=""3d4.(b 3F).4s.4p.(3P*)""","=""v 5F*""","=""1""",1,3,,"=""c88""","=""L562""",
Mn,2,"=""194.515""","=""0.002""","=""194.5137""","=""0.0015""","=""200*""","=""4.7e+08""",C,"=""55116.333""","=""106526.6""","=""3d4.4s2""","=""c 5D""","=""2""","=""3d4.(b 3F).4s.4p.(3P*)""","=""v 5F*""","=""3""",5,7,,"=""c88""","=""L562""",
Mn,2,"=""194.634""","=""0.0015""","=""194.6351""","=""0.0008""","=""30""","=""2.2e+08""",D,"=""55371.693""","=""106749.9""","=""3d4.4s2""","=""c 5D""","=""3""","=""3d4.(b 3F).4s.4p.(3P*)""","=""u 5P*""","=""2""",7,5,,"=""c88""","=""L562""",
Mn,2,"=""194.7932""","=""0.0006""","=""194.7936""","=""0.0005""","=""200""","=""5.0e+08""",C,"=""55371.693""","=""106708.09""","=""3d4.4s2""","=""c 5D""","=""3""","=""3d4.(b 3F).4s.4p.(3P*)""","=""v 5F*""","=""4""",7,9,,"=""c88""","=""L562""",
Mn,2,"=""194.828""","=""0.0015""","=""194.8274""","=""0.0011""","=""10""","=""3.4e+08""",D,"=""54938.213""","=""106265.7""","=""3d4.4s2""","=""c 5D""","=""1""","=""3d4.(b 3F).4s.4p.(3P*)""","=""v 5F*""","=""1""",3,3,,"=""c88""","=""L562""",
Mn,2,"=""195.0143""","=""0.0006""","=""195.01411""","=""0.00015""","=""200""","=""1.4e+08""",D,"=""29869.42""","=""81147.76""","=""3d6""","=""a 3P""","=""2""","=""3d5.(a 2D).4p""","=""x 3P*""","=""2""",5,5,,"=""c88""","=""L562""",
