element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
La,1,"=""""","=""500.553+""","=""""","=""5.800e+04""",C+,"=""3494.526""","=""23466.84""","=""5d2.(3F).6s""","=""4F""","=""7/2""","=""4f.5d.(1G*).6s""","=""2G*""","=""9/2""",8,10,,"=""T9460""","=""""",
La,1,"=""504.688""","=""504.687+""","=""140""","=""1.13e+07""",B+,"=""3494.526""","=""23303.26""","=""5d2.(3F).6s""","=""4F""","=""7/2""","=""5d2.(3F).6p""","=""4D*""","=""7/2""",8,8,,"=""T9460""","=""L3475""",
La,1,"=""505.057""","=""505.056+""","=""210""","=""2.16e+07""",B+,"=""3010.002""","=""22804.25""","=""5d2.(3F).6s""","=""4F""","=""5/2""","=""5d2.(3F).6p""","=""4D*""","=""5/2""",6,6,,"=""T9460""","=""L3475""",
La,1,"=""505.646""","=""505.646+""","=""170""","=""2.26e+07""",B+,"=""2668.188""","=""22439.36""","=""5d2.(3F).6s""","=""4F""","=""3/2""","=""5d2.(3F).6p""","=""4D*""","=""3/2""",4,4,,"=""T9460""","=""L3475""",
La,1,"=""506.790""","=""506.789+""","=""45""","=""3.10e+06""",B,"=""3494.526""","=""23221.10""","=""5d2.(3F).6s""","=""4F""","=""7/2""","=""5d.6s.(3D).6p""","=""*""","=""7/2""",8,8,,"=""T9460""","=""L3475""",
La,1,"=""510.623""","=""510.623+""","=""200""","=""1.05e+08""",B+,"=""2668.188""","=""22246.64""","=""5d2.(3F).6s""","=""4F""","=""3/2""","=""5d2.(3F).6p""","=""4D*""","=""1/2""",4,2,,"=""T9460""","=""L3475""",
La,1,"=""""","=""510.912+""","=""""","=""2.95e+06""",B,"=""8052.162""","=""27619.54""","=""5d2.(3F).6s""","=""2F""","=""7/2""","=""5d2.(1G).6p""","=""2G*""","=""9/2""",8,10,,"=""T9460""","=""""",
La,2,"=""511.456""","=""511.456+""","=""470""","=""8.0e+06""",B+,"=""1895.15""","=""21441.73""","=""5d.6s""","=""a 3D""","=""1""","=""4f.5d""","=""z 3D*""","=""1""",3,3,,"=""T7455""","=""L3475""",
La,1,"=""""","=""511.489+""","=""""","=""2.9e+06""",C,"=""7679.939""","=""27225.26""","=""5d2.(3P).6s""","=""4P""","=""5/2""","=""5d2.(3P).6p""","=""2P*""","=""3/2""",6,4,,"=""T9460""","=""""",
La,1,"=""512.088""","=""512.087+""","=""45""","=""1.96e+07""",C+,"=""8446.044""","=""27968.54""","=""5d2.(1D).6s""","=""2D""","=""3/2""","=""4f.5d.(3D*).6s""","=""*""","=""3/2""",4,4,,"=""T9460""","=""L3475""",
