element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Kr,1,"=""811.29012""","=""811.29006+""","=""500""","=""3.610e+07""",AAA,"=""79971.7417""","=""92294.4012""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""",5,7,,"=""T7199""","=""L11281""",
Kr,1,"=""814.496""","=""814.4948+""","=""15""","=""1.45e+04""",D,"=""91168.5150""","=""103442.690""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",3,5,,"=""T3774n,u41""","=""L6099""",
Kr,1,"=""819.00566""","=""819.00560+""","=""300""","=""8.94e+06""",A,"=""80916.7680""","=""93123.3409""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""",3,5,,"=""T7199""","=""L11281""",
Kr,1,"=""819.5070""","=""819.5070+""","=""15""","=""2.58e+06""",D+,"=""92964.3943""","=""105163.499""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""",3,5,,"=""T3774n,u41""","=""L7292""",
Kr,1,"=""826.32426""","=""826.32422+""","=""400""","=""3.416e+07""",AA,"=""85846.7046""","=""97945.1664""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""",3,5,,"=""T7199""","=""L11281""",
Kr,1,"=""827.2355""","=""827.2354+""","=""20""","=""3.07e+06""",D+,"=""93123.3409""","=""105208.476""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""3""",5,7,,"=""T3774n,u41""","=""L7292""",
Kr,1,"=""828.10522""","=""828.10519+""","=""200""","=""1.418e+07""",B+,"=""85846.7046""","=""97919.1468""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",3,3,,"=""T7199""","=""L11281""",
Kr,1,"=""829.81099""","=""829.81095+""","=""500""","=""2.931e+07""",AA,"=""80916.7680""","=""92964.3943""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",3,3,,"=""T7199""","=""L11281""",
Kr,1,"=""830.139""","=""830.1400+""","=""20""","=""7.5e+05""",D+,"=""92964.3943""","=""105007.245""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""",3,5,,"=""T3774n,T3408,T7199""","=""L6099""",
Kr,1,"=""830.320""","=""830.3257+""","=""10""","=""7.7e+05""",D,"=""93123.3409""","=""105163.499""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[5/2]*""","=""2""",5,5,,"=""T3774n,u41""","=""L6099""",
Kr,1,"=""838.490""","=""838.4902+""","=""15""","=""2.08e+05""",D,"=""92964.3943""","=""104887.315""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",3,3,,"=""T3774n,u41""","=""L6099""",
Kr,1,"=""841.2428""","=""841.2431+""","=""10""","=""1.79e+06""",C,"=""93123.3409""","=""105007.245""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[3/2]*""","=""2""",5,5,,"=""T3774n,T3408,T7199""","=""L7292""",
Kr,1,"=""849.821""","=""849.8194+""","=""30""","=""4.8e+05""",D,"=""93123.3409""","=""104887.315""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""1""",5,3,,"=""T3774n,u41""","=""L6099""",
Kr,1,"=""850.88728""","=""850.88722+""","=""200""","=""1.811e+07""",A,"=""85846.7046""","=""97595.9153""","=""4s2.4p5.(2P*<1/2>).5s""","=""2[1/2]*""","=""1""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""",3,3,,"=""T7199""","=""L11281""",
Kr,1,"=""856.089""","=""856.08765+""","=""50""","=""1.07e+06""",D+,"=""94092.8626""","=""105770.7014""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""","=""4s2.4p5.(2P*<3/2>).7s""","=""2[3/2]*""","=""1""",1,3,,"=""T3600n,T7227,u41""","=""L6099""",
Kr,1,"=""869.750""","=""869.74890+""","=""40""","=""5.4e+05""",D+,"=""92307.3786""","=""103801.7929""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",5,3,,"=""T3774n,u41""","=""L6099""",
Kr,1,"=""877.67505""","=""877.67504+""","=""300""","=""2.217e+07""",A+,"=""80916.7680""","=""92307.3786""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""",3,5,,"=""T7199""","=""L11281""",
Kr,1,"=""892.86933""","=""892.86931+""","=""200""","=""2.289e+07""",A,"=""79971.7417""","=""91168.5150""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""2""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",5,3,,"=""T7199""","=""L11281""",
Kr,1,"=""896.753""","=""896.7525+""","=""10""","=""6.5e+04""",D+,"=""92294.4012""","=""103442.690""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",7,5,,"=""T3774n,u41""","=""L6099""",
Kr,1,"=""897.799""","=""897.7976+""","=""50""","=""7.3e+05""",D+,"=""92307.3786""","=""103442.690""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",5,5,,"=""T3774n,u41""","=""L6099""",
Kr,1,"=""899.919""","=""899.9178+""","=""30""","=""2.13e+06""",C,"=""92964.3943""","=""104073.471""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""0""",3,1,,"=""T3774n,T7008""","=""L6099""",
Kr,1,"=""911.169""","=""911.1659+""","=""20""","=""1.60e+05""",D+,"=""92294.4012""","=""103266.339""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",7,5,,"=""T3774n,T3384,u41""","=""L6099""",
Kr,1,"=""912.249""","=""912.2449+""","=""20""","=""1.60e+05""",D+,"=""92307.3786""","=""103266.339""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",5,5,,"=""T3774n,T3384,u41""","=""L6099""",
Kr,1,"=""936.210""","=""936.20845+""","=""2""","=""4.0e+06""",D+,"=""93123.3409""","=""103801.7929""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).5d""","=""2[1/2]*""","=""1""",5,3,,"=""T3774n,u41""","=""L7408""",
Kr,1,"=""954.089""","=""954.0920+""","=""30""","=""5.1e+05""",D+,"=""92964.3943""","=""103442.690""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",3,5,,"=""T3774n,u41""","=""L6099""",
Kr,1,"=""968.783""","=""968.7877+""","=""10""","=""8.7e+04""",D+,"=""93123.3409""","=""103442.690""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[5/2]*""","=""2""",5,5,,"=""T3774n,u41""","=""L6099""",
Kr,1,"=""970.422""","=""970.4244+""","=""50""","=""5.2e+05""",D+,"=""92964.3943""","=""103266.339""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",3,5,,"=""T3774n,T3384,u41""","=""L6099""",
Kr,1,"=""975.17610""","=""975.17608+""","=""5""","=""3.13e+06""",B+,"=""80916.7680""","=""91168.5150""","=""4s2.4p5.(2P*<3/2>).5s""","=""2[3/2]*""","=""1""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[1/2]""","=""1""",3,3,,"=""T7199""","=""L11281""",
Kr,1,"=""985.624""","=""985.6315+""","=""500""","=""3.99e+06""",C,"=""93123.3409""","=""103266.339""","=""4s2.4p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<1/2>).4d""","=""2[3/2]*""","=""2""",5,5,,"=""T3774n,T3384,u41""","=""L6099""",
Kr,1,"=""1006.596""","=""1006.59681+""","=""10""","=""2.65e+05""",D+,"=""97945.1664""","=""107876.9080""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[3/2]""","=""2""","=""4s2.4p5.(2P*<3/2>).6d""","=""2[7/2]*""","=""3""",5,7,,"=""T3774n,T3599,u41""","=""L6099""",
Kr,1,"=""1012.096""","=""1012.10069+""","=""30""","=""6.2e+05""",D+,"=""97919.1468""","=""107796.8790""","=""4s2.4p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""","=""4s2.4p5.(2P*<3/2>).6d""","=""2[3/2]*""","=""2""",3,5,,"=""T3774n,T3599,u41""","=""L6099""",
