element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Cr,1,"=""199.995""","=""0.005""","=""199.99536""","=""0.00020""","=""35""","=""1.4e+08""",D,"=""8307.5753""","=""58292.54""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.4s.5p""","=""r 5D*""","=""4""",9,9,,"=""T3196""","=""L808""",
Cr,2,"=""201.11691""","=""0.00004""","=""201.116902""","=""0.000006""","=""16""","=""8.33e+05""",,"=""0.0000""","=""49706.2607""","=""3d5""","=""a 6S""","=""5/2""","=""3d4.(5D).4p""","=""z 4P*""","=""5/2""",6,6,,"=""T7574""","=""L18847""",
Cr,2,"=""201.36182""","=""0.00010""","=""201.361843""","=""0.000006""","=""6""","=""1.57e+05""",,"=""0.0000""","=""49645.8058""","=""3d5""","=""a 6S""","=""5/2""","=""3d4.(5D).4p""","=""z 6D*""","=""7/2""",6,8,,"=""T7574""","=""L18847""",
Cr,2,"=""201.6921""","=""0.0002""","=""201.692190""","=""0.000006""","=""3""","=""2.82e+05""",,"=""0.0000""","=""49564.5038""","=""3d5""","=""a 6S""","=""5/2""","=""3d4.(5D).4p""","=""z 6D*""","=""3/2""",6,4,,"=""T7574""","=""L18847""",
Cr,2,"=""202.561863""","=""0.000012""","=""202.561870""","=""0.000006""","=""57""","=""2.11e+06""",,"=""0.0000""","=""49351.7336""","=""3d5""","=""a 6S""","=""5/2""","=""3d4.(5D).4p""","=""z 6D*""","=""5/2""",6,6,,"=""T7574""","=""L18847""",
Cr,2,"=""203.991769""","=""0.000009""","=""203.991765""","=""0.000006""","=""81""","=""3.52e+06""",,"=""0.0000""","=""49005.8471""","=""3d5""","=""a 6S""","=""5/2""","=""3d4.(5D).4p""","=""z 4P*""","=""3/2""",6,4,,"=""T7574""","=""L18847""",
Cr,2,"=""205.559869""","=""0.000006""","=""205.559868""","=""0.000006""","=""3200""","=""1.22e+08""",B+,"=""0.0000""","=""48632.0590""","=""3d5""","=""a 6S""","=""5/2""","=""3d4.(5D).4p""","=""z 6P*""","=""7/2""",6,8,,"=""T7574""","=""L18847""",
Cr,2,"=""206.157673""","=""0.000007""","=""206.157673""","=""0.000006""","=""2500""","=""1.19e+08""",B+,"=""0.0000""","=""48491.0569""","=""3d5""","=""a 6S""","=""5/2""","=""3d4.(5D).4p""","=""z 6P*""","=""5/2""",6,6,,"=""T7574""","=""L18847""",
Cr,2,"=""206.550389""","=""0.000007""","=""206.550391""","=""0.000006""","=""1700""","=""1.20e+08""",B+,"=""0.0000""","=""48398.8721""","=""3d5""","=""a 6S""","=""5/2""","=""3d4.(5D).4p""","=""z 6P*""","=""3/2""",6,4,,"=""T7574""","=""L18847""",
Cr,1,"=""209.500""","=""0.009""","=""209.4928""","=""0.0007""","=""12h""","=""1.2e+06""",C,"=""0.0000""","=""47719.18""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).6p""","=""w 7P*""","=""4""",7,9,,"=""T3196""","=""L808""",
Cr,1,"=""209.540""","=""0.009""","=""209.5403""","=""0.0006""","=""10h""","=""1.1e+06""",C,"=""0.0000""","=""47708.35""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).6p""","=""w 7P*""","=""3""",7,7,,"=""T3196""","=""L808""",
Cr,1,"=""209.583""","=""0.009""","=""209.583""","=""0.009""","=""8h""","=""1.1e+06""",C,"=""0.0000""","=""47698.6""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).6p""","=""w 7P*""","=""2""",7,5,,"=""T3196""","=""L808""",
Cr,1,"=""235.430""","=""0.005""","=""235.430952""","=""0.000008""","=""15""","=""8.1e+06""",D,"=""8095.1842""","=""50557.4907""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(4D).4p""","=""u 5D*""","=""4""",7,9,,"=""T3196""","=""L808""",
Cr,1,"=""236.473""","=""0.009""","=""236.4731""","=""0.0013""","=""150r""","=""5.3e+06""",C,"=""0.0000""","=""42275.19""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).5p""","=""x 7P*""","=""4""",7,9,,"=""T3196""","=""L808""",
Cr,1,"=""236.59188""","=""0.00004""","=""236.59188""","=""0.00004""","=""8""","=""5.5e+06""",C,"=""0.0000""","=""42253.966""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).5p""","=""x 7P*""","=""3""",7,7,,"=""T3196""","=""L14866""",
Cr,1,"=""236.68156""","=""0.00004""","=""236.68156""","=""0.00004""","=""8""","=""6.9e+06""",C,"=""0.0000""","=""42237.957""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).5p""","=""x 7P*""","=""2""",7,5,,"=""T3196""","=""L14866""",
Cr,1,"=""237.506""","=""0.005""","=""237.505779""","=""0.000017""","=""5""","=""1.7e+07""",E,"=""7927.4410""","=""50018.831""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(4D).4p""","=""s 5F*""","=""1""",5,3,,"=""T3196""","=""L808""",
Cr,1,"=""238.33057""","=""0.00005""","=""238.330662""","=""0.000014""","=""4""","=""4.1e+07""",D,"=""8307.5753""","=""50253.295""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(4D).4p""","=""s 5F*""","=""5""",9,11,,"=""T3196""","=""L14866""",
Cr,1,"=""238.572""","=""0.009""","=""238.5729""","=""0.0009""","=""7wh""","=""1.7e+07""",D,"=""8307.5753""","=""50210.70""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(4D).4p""","=""s 5F*""","=""4""",9,9,,"=""T3196""","=""L808""",
Cr,1,"=""238.921""","=""0.009""","=""238.921819""","=""0.000009""","=""3w""","=""2.3e+07""",D,"=""7810.7795""","=""49652.7224""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d5.(4D).4p""","=""x 3F*""","=""2""",3,5,,"=""T3196""","=""L808""",
Cr,1,"=""240.86228""","=""0.00013""","=""240.862412""","=""0.000015""","=""8""","=""6.7e+07""",D,"=""8307.5753""","=""49812.430""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(4D).4p""","=""t 5P*""","=""3""",9,7,,"=""T3196""","=""L14866""",
Cr,1,"=""240.872""","=""0.004""","=""240.875087""","=""0.000018""","=""35r""","=""2.9e+07""",D,"=""8095.1842""","=""49597.855""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(3F1).4s.4p.(3P*)""","=""1D*""","=""2""",7,5,,"=""T3196""","=""L808""",
Cr,1,"=""247.91334""","=""0.00004""","=""247.913369""","=""0.000019""","=""8""","=""9.8e+06""",D,"=""7927.4410""","=""48251.933""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(3F1).4s.4p.(3P*)""","=""3D*""","=""3""",5,7,,"=""T3196""","=""L14866""",
Cr,1,"=""249.25696""","=""0.00002""","=""249.256975""","=""0.000008""","=""36""","=""4.5e+07""",C,"=""7810.7795""","=""47917.9197""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d5.(4G).4p""","=""u 5F*""","=""2""",3,5,,"=""T3196""","=""L14866""",
Cr,1,"=""249.50784""","=""0.00003""","=""249.507847""","=""0.000014""","=""12""","=""2.7e+07""",C,"=""7810.7795""","=""47877.596""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d5.(4G).4p""","=""u 5F*""","=""1""",3,3,,"=""T3196""","=""L14866""",
Cr,1,"=""249.63058""","=""0.00002""","=""249.630633""","=""0.000007""","=""55""","=""5.6e+07""",C,"=""7927.4410""","=""47974.5512""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(4G).4p""","=""u 5F*""","=""3""",5,7,,"=""T3196""","=""L14866""",
Cr,1,"=""249.98414""","=""0.00003""","=""249.984166""","=""0.000008""","=""12""","=""1.6e+07""",E,"=""7927.4410""","=""47917.9197""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(4G).4p""","=""u 5F*""","=""2""",5,5,,"=""T3196""","=""L14866""",
Cr,1,"=""250.25291""","=""0.00002""","=""250.252921""","=""0.000012""","=""56""","=""2.2e+07""",D,"=""8095.1842""","=""48042.7187""","=""3d4.4s2""","=""a 5D""","=""3""","=""""","=""*""","=""4""",7,9,,"=""T3196""","=""L14866""",
Cr,1,"=""250.43063""","=""0.00002""","=""250.430631""","=""0.000008""","=""68""","=""4.5e+07""",C,"=""8095.1842""","=""48014.3731""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(4G).4p""","=""u 5F*""","=""4""",7,9,,"=""T3196""","=""L14866""",
Cr,1,"=""250.81100""","=""0.00002""","=""250.810991""","=""0.000008""","=""25""","=""2.1e+07""",D,"=""7927.4410""","=""47786.0959""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(4P).4p""","=""v 5D*""","=""2""",5,5,,"=""T3196""","=""L14866""",
Cr,1,"=""250.89803""","=""0.00002""","=""250.898025""","=""0.000010""","=""23""","=""3.8e+07""",C,"=""7927.4410""","=""47772.2702""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(4P).4p""","=""v 5D*""","=""1""",5,3,,"=""T3196""","=""L14866""",
Cr,1,"=""251.36209""","=""0.00003""","=""251.362067""","=""0.000009""","=""12""","=""1.1e+07""",C,"=""8095.1842""","=""47866.4604""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(4P).4p""","=""v 5D*""","=""4""",7,9,,"=""T3196""","=""L14866""",
Cr,1,"=""252.71170""","=""0.00002""","=""252.711718""","=""0.000009""","=""73""","=""5.3e+07""",E,"=""8307.5753""","=""47866.4604""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(4P).4p""","=""v 5D*""","=""4""",9,9,,"=""T3196""","=""L14866""",
Cr,1,"=""253.89498""","=""0.00002""","=""253.894988""","=""0.000007""","=""16""","=""1.1e+07""",E,"=""7593.1484""","=""46967.6827""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(4P).4p""","=""u 5P*""","=""2""",5,5,,"=""T3196""","=""L14866""",
Cr,1,"=""254.47094""","=""0.00009""","=""254.471024""","=""0.000014""","=""30""","=""1.1e+07""",D,"=""7593.1484""","=""46878.558""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(4P).4p""","=""u 5P*""","=""3""",5,7,,"=""T3196""","=""L14866""",
Cr,1,"=""254.95441""","=""0.00002""","=""254.954402""","=""0.000008""","=""54""","=""4.8e+07""",D,"=""7810.7795""","=""47021.7112""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d5.(4P).4p""","=""u 5P*""","=""1""",3,3,,"=""T3196""","=""L14866""",
Cr,1,"=""256.06918""","=""0.00002""","=""256.069175""","=""0.000006""","=""81""","=""4.3e+07""",D,"=""7927.4410""","=""46967.6827""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(4P).4p""","=""u 5P*""","=""2""",5,5,,"=""T3196""","=""L14866""",
Cr,1,"=""257.17424""","=""0.000010""","=""257.174239""","=""0.000006""","=""100""","=""6.4e+07""",E,"=""8095.1842""","=""46967.6827""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(4P).4p""","=""u 5P*""","=""2""",7,5,,"=""T3196""","=""L14866""",
Cr,1,"=""257.76526""","=""0.000010""","=""257.765266""","=""0.000010""","=""92""","=""2.6e+07""",D,"=""8095.1842""","=""46878.558""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(4P).4p""","=""u 5P*""","=""3""",7,7,,"=""T3196""","=""L14866""",
Cr,1,"=""257.91549""","=""0.000010""","=""257.915492""","=""0.000008""","=""90""","=""1.1e+07""",D,"=""7927.4410""","=""46688.2265""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(3G).4s.4p.(3P*)""","=""w 5F*""","=""3""",5,7,,"=""T3196""","=""L14866""",
Cr,1,"=""258.46574""","=""0.00002""","=""258.465750""","=""0.000008""","=""79""","=""6.1e+06""",E,"=""8307.5753""","=""46985.8465""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(3H).4s.4p.(3P*)""","=""z 3G*""","=""5""",9,11,,"=""T3196""","=""L14866""",
Cr,1,"=""258.82032""","=""0.000010""","=""258.820323""","=""0.000006""","=""110""","=""8.8e+06""",E,"=""8095.1842""","=""46720.4711""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(3G).4s.4p.(3P*)""","=""w 5F*""","=""4""",7,9,,"=""T3196""","=""L14866""",
Cr,1,"=""259.18473""","=""0.000010""","=""259.184740""","=""0.000011""","=""180""","=""6.5e+07""",C,"=""8307.5753""","=""46878.558""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(4P).4p""","=""u 5P*""","=""3""",9,7,,"=""T3196""","=""L14866""",
Cr,1,"=""260.35698""","=""0.000010""","=""260.356971""","=""0.000006""","=""99""","=""6.2e+06""",E,"=""8307.5753""","=""46704.9067""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(3G).4s.4p.(3P*)""","=""w 5F*""","=""5""",9,11,,"=""T3196""","=""L14866""",
Cr,1,"=""261.82689""","=""0.00002""","=""261.826874""","=""0.000007""","=""65""","=""9.5e+06""",E,"=""7927.4410""","=""46109.2219""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(4P).4p""","=""y 3D*""","=""2""",5,5,,"=""T3196""","=""L14866""",
Cr,1,"=""262.04777""","=""0.00002""","=""262.047760""","=""0.000009""","=""80""","=""1.9e+07""",E,"=""7927.4410""","=""46077.0395""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(4P).4p""","=""y 3D*""","=""1""",5,3,,"=""T3196""","=""L14866""",
Cr,1,"=""262.28671""","=""0.00002""","=""262.286699""","=""0.000011""","=""250""","=""1.3e+07""",D,"=""8307.5753""","=""46422.4223""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(3F1).4s.4p.(3P*)""","=""w 5D*""","=""4""",9,9,,"=""T3196""","=""L14866""",
Cr,1,"=""262.53224""","=""0.00002""","=""262.532219""","=""0.000007""","=""87""","=""9.1e+06""",E,"=""8095.1842""","=""46174.3884""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(4P).4p""","=""y 3D*""","=""3""",7,7,,"=""T3196""","=""L14866""",
Cr,1,"=""262.65992""","=""0.00002""","=""262.659903""","=""0.000007""","=""110""","=""9.3e+06""",E,"=""8307.5753""","=""46368.2695""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(3F1).4s.4p.(3P*)""","=""w 5D*""","=""3""",9,7,,"=""T3196""","=""L14866""",
Cr,1,"=""262.98232""","=""0.00002""","=""262.982298""","=""0.000007""","=""74""","=""1.0e+07""",E,"=""8095.1842""","=""46109.2219""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(4P).4p""","=""y 3D*""","=""2""",7,5,,"=""T3196""","=""L14866""",
Cr,2,"=""265.358060""","=""0.000006""","=""265.358063""","=""0.000007""","=""840""","=""3.5e+07""",D,"=""12032.5447""","=""49706.2607""","=""3d4.(5D).4s""","=""a 6D""","=""3/2""","=""3d4.(5D).4p""","=""z 4P*""","=""5/2""",4,6,,"=""T3683""","=""L18847""",
Cr,2,"=""265.858839""","=""0.000006""","=""265.858838""","=""0.000007""","=""950""","=""5.8e+07""",D,"=""11961.7464""","=""49564.5038""","=""3d4.(5D).4s""","=""a 6D""","=""1/2""","=""3d4.(5D).4p""","=""z 6D*""","=""3/2""",2,4,,"=""T3683""","=""L18847""",
Cr,2,"=""266.601367""","=""0.000006""","=""266.601360""","=""0.000007""","=""2500""","=""5.9e+07""",D,"=""12147.7713""","=""49645.8058""","=""3d4.(5D).4s""","=""a 6D""","=""5/2""","=""3d4.(5D).4p""","=""z 6D*""","=""7/2""",6,8,,"=""T3683""","=""L18847""",
Cr,2,"=""266.870881""","=""0.000006""","=""266.870880""","=""0.000007""","=""1100""","=""1.4e+08""",D,"=""12032.5447""","=""49492.7111""","=""3d4.(5D).4s""","=""a 6D""","=""3/2""","=""3d4.(5D).4p""","=""z 6D*""","=""1/2""",4,2,,"=""T3683""","=""L18847""",
Cr,1,"=""266.93677""","=""0.00002""","=""266.936765""","=""0.000012""","=""99""","=""1.2e+07""",E,"=""7750.7465""","=""45201.6676""","=""3d4.4s2""","=""a 5D""","=""0""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""1""",1,3,,"=""T3196""","=""L14866""",
Cr,2,"=""267.180684""","=""0.000006""","=""267.180686""","=""0.000007""","=""1700""","=""1.0e+08""",D,"=""12147.7713""","=""49564.5038""","=""3d4.(5D).4s""","=""a 6D""","=""5/2""","=""3d4.(5D).4p""","=""z 6D*""","=""3/2""",6,4,,"=""T3683""","=""L18847""",
Cr,1,"=""267.19815""","=""0.00002""","=""267.198136""","=""0.000010""","=""190""","=""1.2e+07""",D,"=""7810.7795""","=""45225.0686""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""2""",3,5,,"=""T3196""","=""L14866""",
Cr,2,"=""267.282781""","=""0.000006""","=""267.282784""","=""0.000007""","=""1200""","=""5.5e+07""",D,"=""12303.8200""","=""49706.2607""","=""3d4.(5D).4s""","=""a 6D""","=""7/2""","=""3d4.(5D).4p""","=""z 4P*""","=""5/2""",8,6,,"=""T3683""","=""L18847""",
Cr,1,"=""267.36538""","=""0.00002""","=""267.365370""","=""0.000011""","=""110""","=""1.8e+07""",E,"=""7810.7795""","=""45201.6676""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""1""",3,3,,"=""T3196""","=""L14866""",
Cr,1,"=""267.81627""","=""0.00002""","=""267.816246""","=""0.000010""","=""330""","=""1.2e+07""",C,"=""7927.4410""","=""45255.3842""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""3""",5,7,,"=""T3196""","=""L14866""",
Cr,1,"=""268.03395""","=""0.00002""","=""268.033940""","=""0.000010""","=""170""","=""1.0e+07""",D,"=""7927.4410""","=""45225.0686""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""2""",5,5,,"=""T3196""","=""L14866""",
Cr,1,"=""269.02527""","=""0.00002""","=""269.025252""","=""0.000009""","=""210""","=""8.5e+06""",D,"=""8095.1842""","=""45255.3842""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""3""",7,7,,"=""T3196""","=""L14866""",
Cr,1,"=""269.65415""","=""0.00002""","=""269.654121""","=""0.000013""","=""61""","=""1.2e+07""",D,"=""7593.1484""","=""44666.6907""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d4.(3P1).4s.4p.(3P*)""","=""v 5P*""","=""1""",5,3,,"=""T3196""","=""L14866""",
Cr,1,"=""270.05946""","=""0.00002""","=""270.059442""","=""0.000010""","=""100""","=""7.5e+06""",D,"=""8095.1842""","=""45113.0874""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(3P1).4s.4p.(3P*)""","=""v 5P*""","=""3""",7,7,,"=""T3196""","=""L14866""",
Cr,1,"=""270.19916""","=""0.00002""","=""270.199133""","=""0.000009""","=""830""","=""2.1e+07""",C,"=""8307.5753""","=""45306.3417""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""5""",9,11,,"=""T3196""","=""L14866""",
Cr,1,"=""270.34804""","=""0.00002""","=""270.348033""","=""0.000008""","=""200""","=""6.3e+06""",D,"=""8307.5753""","=""45285.9649""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(3F1).4s.4p.(3P*)""","=""x 5F*""","=""4""",9,9,,"=""T3196""","=""L14866""",
Cr,1,"=""271.61796""","=""0.00002""","=""271.617943""","=""0.000010""","=""180""","=""1.1e+07""",C,"=""8307.5753""","=""45113.0874""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(3P1).4s.4p.(3P*)""","=""v 5P*""","=""3""",9,7,,"=""T3196""","=""L14866""",
Cr,1,"=""272.65140""","=""0.00016""","=""272.651240""","=""0.000018""","=""370""","=""7.5e+07""",C,"=""7593.1484""","=""44259.182""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(6S).5p""","=""w 5P*""","=""3""",5,7,,"=""T3196""","=""L14866""",
Cr,1,"=""273.19087""","=""0.00002""","=""273.190853""","=""0.000008""","=""370""","=""7.8e+07""",C,"=""7593.1484""","=""44186.7624""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(6S).5p""","=""w 5P*""","=""2""",5,5,,"=""T3196""","=""L14866""",
Cr,1,"=""273.64740""","=""0.00002""","=""273.647395""","=""0.000009""","=""300""","=""7.5e+07""",D,"=""7593.1484""","=""44125.7144""","=""3d5.(6S).4s""","=""a 5S""","=""2""","=""3d5.(6S).5p""","=""w 5P*""","=""1""",5,3,,"=""T3196""","=""L14866""",
Cr,2,"=""274.009532""","=""0.000007""","=""274.009522""","=""0.000007""","=""120""","=""1.1e+07""",D,"=""12147.7713""","=""48632.0590""","=""3d4.(5D).4s""","=""a 6D""","=""5/2""","=""3d4.(5D).4p""","=""z 6P*""","=""7/2""",6,8,,"=""T3683""","=""L18847""",
Cr,2,"=""274.497628""","=""0.000008""","=""274.497631""","=""0.000010""","=""190""","=""8.5e+07""",D,"=""30307.3672""","=""66726.7823""","=""3d4.(a 3P).4s""","=""b 4P""","=""3/2""","=""3d4.(a 3P).4p""","=""y 4P*""","=""5/2""",4,6,,"=""T3683""","=""L18847""",
Cr,1,"=""275.16008""","=""0.00002""","=""275.160071""","=""0.000014""","=""71""","=""6.9e+06""",D,"=""7927.4410""","=""44259.182""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(6S).5p""","=""w 5P*""","=""3""",5,7,,"=""T3196""","=""L14866""",
Cr,1,"=""275.28743""","=""0.00002""","=""275.287419""","=""0.000007""","=""330""","=""8.7e+07""",D,"=""7810.7795""","=""44125.7144""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d5.(6S).5p""","=""w 5P*""","=""1""",3,3,,"=""T3196""","=""L14866""",
Cr,1,"=""275.70969""","=""0.00002""","=""275.709669""","=""0.000007""","=""380""","=""6.8e+07""",C,"=""7927.4410""","=""44186.7624""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(6S).5p""","=""w 5P*""","=""2""",5,5,,"=""T3196""","=""L14866""",
Cr,1,"=""276.17469""","=""0.00002""","=""276.174675""","=""0.000007""","=""300""","=""6.8e+07""",D,"=""7927.4410""","=""44125.7144""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d5.(6S).5p""","=""w 5P*""","=""1""",5,3,,"=""T3196""","=""L14866""",
Cr,1,"=""276.43645""","=""0.00002""","=""276.436442""","=""0.000014""","=""340""","=""3.7e+07""",D,"=""8095.1842""","=""44259.182""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(6S).5p""","=""w 5P*""","=""3""",7,7,,"=""T3196""","=""L14866""",
Cr,1,"=""276.99118""","=""0.00002""","=""276.991155""","=""0.000007""","=""460""","=""1.1e+08""",C,"=""8095.1842""","=""44186.7624""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d5.(6S).5p""","=""w 5P*""","=""2""",7,5,,"=""T3196""","=""L14866""",
Cr,1,"=""278.0699""","=""0.0004""","=""278.069629""","=""0.000015""","=""5.2""","=""1.4e+08""",C,"=""8307.5753""","=""44259.182""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d5.(6S).5p""","=""w 5P*""","=""3""",9,7,,"=""T3196""","=""L13897""",
Cr,2,"=""278.761739""","=""0.000007""","=""278.761747""","=""0.000010""","=""370""","=""1.5e+08""",D,"=""30864.4328""","=""66726.7823""","=""3d4.(a 3P).4s""","=""b 4P""","=""5/2""","=""3d4.(a 3P).4p""","=""y 4P*""","=""5/2""",6,6,,"=""T3683""","=""L18847""",
Cr,2,"=""282.236777""","=""0.000007""","=""282.236775""","=""0.000011""","=""1600""","=""2.3e+08""",C,"=""30391.8311""","=""65812.6491""","=""3d4.(3H).4s""","=""a 4H""","=""13/2""","=""3d4.(3H).4p""","=""z 4I*""","=""15/2""",14,16,,"=""T2695""","=""L18847""",
Cr,2,"=""283.563159""","=""0.000007""","=""283.563154""","=""0.000007""","=""10000""","=""2.0e+08""",C,"=""12496.4565""","=""47751.6003""","=""3d4.(5D).4s""","=""a 6D""","=""9/2""","=""3d4.(5D).4p""","=""z 6F*""","=""11/2""",10,12,,"=""T2695""","=""L18847""",
Cr,2,"=""284.001452""","=""0.000007""","=""284.001456""","=""0.000010""","=""1000""","=""2.7e+08""",D,"=""30218.7787""","=""65419.5155""","=""3d4.(3H).4s""","=""a 4H""","=""9/2""","=""3d4.(3H).4p""","=""z 4I*""","=""11/2""",10,12,,"=""T3683""","=""L18847""",
Cr,2,"=""284.324559""","=""0.000007""","=""284.324560""","=""0.000007""","=""7400""","=""6.4e+07""",D,"=""12303.8200""","=""47464.5570""","=""3d4.(5D).4s""","=""a 6D""","=""7/2""","=""3d4.(5D).4p""","=""z 6F*""","=""9/2""",8,10,,"=""T3683""","=""L18847""",
Cr,2,"=""284.983456""","=""0.000007""","=""284.983458""","=""0.000007""","=""5800""","=""9.2e+07""",D,"=""12147.7713""","=""47227.2186""","=""3d4.(5D).4s""","=""a 6D""","=""5/2""","=""3d4.(5D).4p""","=""z 6F*""","=""7/2""",6,8,,"=""T3683""","=""L18847""",
Cr,2,"=""285.135253""","=""0.000007""","=""285.135255""","=""0.000011""","=""1000""","=""2.2e+08""",D,"=""30156.7340""","=""65217.5070""","=""3d4.(3H).4s""","=""a 4H""","=""7/2""","=""3d4.(3H).4p""","=""z 4I*""","=""9/2""",8,10,,"=""T3683""","=""L18847""",
Cr,2,"=""285.676180""","=""0.000007""","=""285.676181""","=""0.000008""","=""810""","=""4.3e+07""",D,"=""19631.2058""","=""54625.5946""","=""3d4.(5D).4s""","=""a 4D""","=""3/2""","=""3d4.(5D).4p""","=""z 4D*""","=""5/2""",4,6,,"=""T3683""","=""L18847""",
Cr,2,"=""285.739861""","=""0.000007""","=""285.739861""","=""0.000008""","=""470""","=""2.8e+07""",D,"=""19797.8594""","=""54784.4497""","=""3d4.(5D).4s""","=""a 4D""","=""5/2""","=""3d4.(5D).4p""","=""z 4D*""","=""7/2""",6,8,,"=""T3683""","=""L18847""",
Cr,2,"=""286.093125""","=""0.000007""","=""286.093129""","=""0.000007""","=""1200""","=""6.9e+07""",D,"=""11961.7464""","=""46905.1373""","=""3d4.(5D).4s""","=""a 6D""","=""1/2""","=""3d4.(5D).4p""","=""z 6F*""","=""3/2""",2,4,,"=""T3683""","=""L18847""",
Cr,2,"=""286.256918""","=""0.000006""","=""286.256914""","=""0.000007""","=""2400""","=""6.3e+07""",D,"=""12303.8200""","=""47227.2186""","=""3d4.(5D).4s""","=""a 6D""","=""7/2""","=""3d4.(5D).4p""","=""z 6F*""","=""7/2""",8,8,,"=""T3683""","=""L18847""",
Cr,2,"=""286.673985""","=""0.000006""","=""286.673983""","=""0.000007""","=""2100""","=""1.2e+08""",D,"=""12032.5447""","=""46905.1373""","=""3d4.(5D).4s""","=""a 6D""","=""3/2""","=""3d4.(5D).4p""","=""z 6F*""","=""3/2""",4,4,,"=""T3683""","=""L18847""",
