element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Ne,3,"=""193.1007""","=""""","=""193.1023""","=""0.0003""","=""240""","=""3.0e+08""",C,"=""387962.12""","=""439748.13""","=""2s2.2p3.(2D*).3p""","=""1P""","=""1""","=""2s2.2p3.(2D*).3d""","=""1D*""","=""2""",3,5,,"=""c52""","=""L10704""",
Ne,3,"=""193.1727""","=""""","=""193.1728""","=""0.0006""","=""180""","=""4.9e+08""",D,"=""439044.19""","=""490811.32""","=""2s2.2p3.(2D*).3d""","=""1P*""","=""1""","=""2s2.2p3.(2D*).4f""","=""1P""","=""1""",3,3,,"=""T8046""","=""L10704""",
Ne,2,"=""193.882716""","=""0.000021""","=""193.882749""","=""0.000008""","=""400""","=""1.3e+07""",D,"=""224699.2716""","=""276276.8361""","=""2s2.2p4.(3P).3s""","=""2P""","=""1/2""","=""2s2.2p4.(1D).3p""","=""2P*""","=""3/2""",2,4,,"=""T8043""","=""L9088""",
Ne,3,"=""194.5300""","=""""","=""194.5302""","=""0.0004""","=""300""","=""9.8e+08""",D,"=""398178.14""","=""449584.03""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""1""","=""2s2.2p3.(4S*).4f""","=""3F""","=""2""",3,5,,"=""T8046""","=""L10704""",
Ne,3,"=""194.546""","=""""","=""194.5498""","=""0.0005""","=""500bl""","=""1.0e+09""",D,"=""398182.766""","=""449583.48""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""2""","=""2s2.2p3.(4S*).4f""","=""3F""","=""3""",5,7,,"=""T8046""","=""L10704""",
Ne,3,"=""194.60024""","=""""","=""194.60018""","=""0.00017""","=""600""","=""1.2e+09""",D,"=""398195.511""","=""449582.924""","=""2s2.2p3.(4S*).3d""","=""3D*""","=""3""","=""2s2.2p3.(4S*).4f""","=""3F""","=""4""",7,9,,"=""T8046""","=""L9091""",
Ne,3,"=""194.8481""","=""""","=""194.8485""","=""0.0006""","=""90""","=""4.4e+08""",D,"=""439573.05""","=""490894.98""","=""2s2.2p3.(2D*).3d""","=""3P*""","=""2""","=""2s2.2p3.(2D*).4f""","=""3P""","=""2""",5,5,,"=""T8046""","=""L10704""",
Ne,3,"=""195.0746""","=""""","=""195.0749""","=""0.0008""","=""120""","=""1.7e+08""",D,"=""439573.05""","=""490835.4""","=""2s2.2p3.(2D*).3d""","=""3P*""","=""2""","=""2s2.2p3.(2D*).4f""","=""3P""","=""1""",5,3,,"=""T8046""","=""L10704""",
Ne,3,"=""195.3115""","=""""","=""195.3117""","=""0.0006""","=""180""","=""8.3e+07""",D,"=""439694.78""","=""490894.98""","=""2s2.2p3.(2D*).3d""","=""3P*""","=""1""","=""2s2.2p3.(2D*).4f""","=""3P""","=""2""",3,5,,"=""T8046""","=""L10704""",
Ne,3,"=""195.5185""","=""""","=""195.5190""","=""0.0008""","=""180""","=""5.6e+08""",D,"=""439694.78""","=""490840.7""","=""2s2.2p3.(2D*).3d""","=""3P*""","=""1""","=""2s2.2p3.(2D*).4f""","=""3P""","=""0""",3,1,,"=""T8046""","=""L10704""",
Ne,3,"=""195.541""","=""""","=""195.5393""","=""0.0008""","=""240bl*""","=""6.3e+07""",D,"=""439694.78""","=""490835.4""","=""2s2.2p3.(2D*).3d""","=""3P*""","=""1""","=""2s2.2p3.(2D*).4f""","=""3P""","=""1""",3,3,,"=""T8046""","=""L10704""",
Ne,3,"=""195.541""","=""""","=""195.541""","=""0.005""","=""240bl*""","=""2.5e+08""",D,"=""439747.80""","=""490888.1""","=""2s2.2p3.(2D*).3d""","=""3P*""","=""0""","=""2s2.2p3.(2D*).4f""","=""3D""","=""1""",1,3,,"=""T8046""","=""L10704""",
Ne,3,"=""195.6748""","=""""","=""195.6749""","=""0.0004""","=""300""","=""6.8e+08""",D,"=""439748.13""","=""490853.30""","=""2s2.2p3.(2D*).3d""","=""1D*""","=""2""","=""2s2.2p3.(2D*).4f""","=""1F""","=""3""",5,7,,"=""T8046""","=""L10704""",
Ne,3,"=""195.7634""","=""""","=""195.7634""","=""0.0003""","=""400""","=""5.5e+08""",C,"=""387962.12""","=""439044.19""","=""2s2.2p3.(2D*).3p""","=""1P""","=""1""","=""2s2.2p3.(2D*).3d""","=""1P*""","=""1""",3,3,,"=""c52""","=""L10704""",
Ne,3,"=""196.6822""","=""""","=""196.6824""","=""0.0006""","=""200""","=""5.3e+08""",D,"=""440051.58""","=""490894.98""","=""2s2.2p3.(2D*).3d""","=""3S*""","=""1""","=""2s2.2p3.(2D*).4f""","=""3P""","=""2""",3,5,,"=""T8046""","=""L10704""",
Ne,3,"=""196.8931""","=""""","=""196.8926""","=""0.0008""","=""90""","=""5.1e+08""",D,"=""440051.58""","=""490840.7""","=""2s2.2p3.(2D*).3d""","=""3S*""","=""1""","=""2s2.2p3.(2D*).4f""","=""3P""","=""0""",3,1,,"=""T8046""","=""L10704""",
Ne,3,"=""196.9123""","=""""","=""196.9131""","=""0.0008""","=""140""","=""4.5e+08""",D,"=""440051.58""","=""490835.4""","=""2s2.2p3.(2D*).3d""","=""3S*""","=""1""","=""2s2.2p3.(2D*).4f""","=""3P""","=""1""",3,3,,"=""T8046""","=""L10704""",
