element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Co,2,"=""237.70292""","=""0.00003""","=""237.70289""","=""0.00003""","=""1900""","=""1.5e+08""",C+,"=""65657.249""","=""107713.738""","=""3d7.(4P).4p""","=""y 3P*""","=""1""","=""3d7.(2G).4d""","=""3D""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""237.72897""","=""0.00012""","=""237.728919""","=""0.000017""","=""270""","=""1.3e+06""",E,"=""27585.138""","=""69637.023""","=""3d7.(2P).4s""","=""a 1P""","=""1""","=""3d7.(2D2).4p""","=""w 3D*""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""237.7455""","=""0.0010""","=""237.749624""","=""0.000017""","=""320""","=""1.3e+05""",E,"=""48150.940""","=""90199.163""","=""3d7.(4F).4p""","=""z 5G*""","=""3""","=""3d7.(4F).4d""","=""f 5F""","=""4""",7,9,,"=""T6999""","=""L4687c119""",
Co,2,"=""237.78016""","=""0.00003""","=""237.780169""","=""0.000017""","=""3300""","=""1.30e+08""",C+,"=""65408.365""","=""107451.187""","=""3d7.(2P).4p""","=""z 3P*""","=""2""","=""3d7.(2G).4d""","=""3D""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""237.81716""","=""0.00003""","=""237.81717""","=""0.00003""","=""2300""","=""6.e+08""",D,"=""52684.634""","=""94720.916""","=""3d7.(4F).4p""","=""z 3D*""","=""1""","=""3d7.(4F).4d""","=""e 3P""","=""0""",3,1,,"=""T6999""","=""L9429c118""",
Co,2,"=""237.83476""","=""0.00013""","=""237.834650""","=""0.000023""","=""330""","=""4.1e+06""",D,"=""67209.258""","=""109242.450""","=""3d7.(2P).4p""","=""z 1D*""","=""2""","=""3d7.(2G).4d""","=""3F""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""237.86256""","=""0.00002""","=""237.86256""","=""0.00005""","=""140000""","=""1.90e+08""",B+,"=""3350.494""","=""45378.754""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d7.(4F).4p""","=""z 5F*""","=""4""",11,9,,"=""T4776""","=""L9429c118""",
Co,2,"=""237.88458""","=""0.00002""","=""237.884542""","=""0.000017""","=""2800""","=""1.20e+08""",C+,"=""64914.630""","=""106939.007""","=""3d7.(4P).4p""","=""y 3P*""","=""2""","=""3d7.(4P).4d""","=""3D""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""237.93574""","=""0.00003""","=""237.93539""","=""0.00004""","=""620bl(Co I)""","=""7.e+06""",D,"=""69317.077""","=""111332.473""","=""3d7.(2D2).4p""","=""w 3D*""","=""1""","=""3d7.(2P).4d""","=""3P""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""237.95818""","=""0.00008""","=""237.95803""","=""0.00003""","=""180""","=""1.3e+07""",D,"=""71846.441""","=""113857.840""","=""3d7.(2D2).4p""","=""x 3P*""","=""2""","=""3d7.(2D2).4d""","=""1P""","=""1""",5,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""237.97408""","=""0.00010""","=""237.974089""","=""0.000014""","=""430""","=""2.8e+07""",D,"=""50036.348""","=""92044.913""","=""3d7.(4F).4p""","=""z 3G*""","=""3""","=""3d7.(4F).4d""","=""e 3D""","=""2""",7,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""237.99676""","=""0.00005""","=""237.996690""","=""0.000010""","=""620bl(Co II)""","=""1.1e+07""",D,"=""49348.304""","=""91352.880""","=""3d7.(4F).4p""","=""z 3G*""","=""4""","=""3d7.(4F).4d""","=""e 5G""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.00223""","=""0.00003""","=""238.002254""","=""0.000023""","=""2600bl(Co II)""","=""1.4e+08""",D,"=""64914.630""","=""106918.224""","=""3d7.(4P).4p""","=""y 3P*""","=""2""","=""3d7.(4P).4d""","=""3P""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.09675""","=""0.00003""","=""238.096733""","=""0.000014""","=""9200""","=""8.e+06""",D,"=""22414.431""","=""64401.359""","=""3d7.(2G).4s""","=""a 3G""","=""3""","=""3d7.(2G).4p""","=""z 1G*""","=""4""",7,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.14379""","=""0.00002""","=""238.143813""","=""0.000009""","=""3300""","=""1.27e+08""",C+,"=""49348.304""","=""91326.932""","=""3d7.(4F).4p""","=""z 3G*""","=""4""","=""3d7.(4F).4d""","=""e 3G""","=""5""",9,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.16420""","=""0.00011""","=""238.16400""","=""0.00004""","=""180""","=""8.e+06""",D,"=""71846.441""","=""113821.511""","=""3d7.(2D2).4p""","=""x 3P*""","=""2""","=""3d7.(2D2).4d""","=""3F""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.17650""","=""0.00002""","=""238.176496""","=""0.000017""","=""320000""","=""3.4e+08""",C+,"=""21624.528""","=""63597.396""","=""3d7.(2G).4s""","=""a 3G""","=""5""","=""3d7.(2G).4p""","=""z 3H*""","=""6""",11,13,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.19465""","=""0.00003""","=""238.194732""","=""0.000011""","=""490""","=""3.3e+07""",D,"=""49697.683""","=""91667.338""","=""3d7.(4F).4p""","=""z 3F*""","=""4""","=""3d7.(4F).4d""","=""e 5G""","=""3""",9,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.23214""","=""0.00002""","=""238.232130""","=""0.000017""","=""39000""","=""1.9e+08""",D,"=""25861.322""","=""67824.389""","=""3d7.(2P).4s""","=""c 3P""","=""0""","=""3d7.(2P).4p""","=""x 3D*""","=""1""",1,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.27058""","=""0.00016""","=""238.27059""","=""0.00003""","=""200""","=""1.5e+07""",D,"=""64360.050""","=""106316.344""","=""3d7.(2G).4p""","=""y 3F*""","=""3""","=""3d7.(4P).4d""","=""3F""","=""3""",7,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.31338""","=""0.00003""","=""238.31336""","=""0.00003""","=""1000""","=""2.0e+07""",D,"=""49697.683""","=""91646.447""","=""3d7.(4F).4p""","=""z 3F*""","=""4""","=""3d7.(4F).4d""","=""e 5H""","=""5""",9,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.33126""","=""0.00005""","=""238.331235""","=""0.000023""","=""2300""","=""3.7e+06""",D,"=""22414.431""","=""64360.050""","=""3d7.(2G).4s""","=""a 3G""","=""3""","=""3d7.(2G).4p""","=""y 3F*""","=""3""",7,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""""","=""""","=""238.344828""","=""0.000012""","=""m""","=""3.8e+06""",D,"=""24074.420""","=""66017.647""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(2G).4p""","=""z 1F*""","=""3""",5,7,,"=""T6999""","=""L4687""",
Co,2,"=""238.3458""","=""""","=""238.345845""","=""0.000017""","=""100000bl(Co I):""","=""1.80e+08""",B+,"=""4028.988""","=""45972.036""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d7.(4F).4p""","=""z 5F*""","=""3""",9,7,,"=""T4776""","=""L9429c119""",
Co,2,"=""238.38792""","=""0.00006""","=""238.387930""","=""0.000017""","=""1100""","=""6.e+07""",D,"=""50381.724""","=""92317.368""","=""3d7.(4F).4p""","=""z 3F*""","=""3""","=""3d7.(4F).4d""","=""e 5D""","=""2""",7,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.4652""","=""0.0003""","=""238.464998""","=""0.000023""","=""240*""","=""2.8e+07""",D,"=""65016.915""","=""106939.007""","=""3d7.(2G).4p""","=""y 3F*""","=""2""","=""3d7.(4P).4d""","=""3D""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,1,"=""238.486""","=""""","=""238.4859""","=""""","=""1400""","=""2.4e+07""",C,"=""0.00""","=""41918.41""","=""3p6.3d7.4s2""","=""a 4F""","=""9/2""","=""3p6.3d7.(4F).4s.4p.(1P*)""","=""x 4F*""","=""7/2""",10,8,,"=""T4223""","=""L3475""",
Co,2,"=""238.56602""","=""0.00004""","=""238.566022""","=""0.000023""","=""520""","=""1.2e+07""",D,"=""69637.023""","=""111541.364""","=""3d7.(2D2).4p""","=""w 3D*""","=""2""","=""3d7.(2P).4d""","=""3F""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.63693""","=""0.00002""","=""238.636814""","=""0.000017""","=""75000*""","=""2.1e+08""",C+,"=""4560.789""","=""46452.700""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d7.(4F).4p""","=""z 5F*""","=""2""",7,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.63693""","=""0.00002""","=""238.637782""","=""0.000017""","=""75000*""","=""1.1e+08""",D,"=""25317.517""","=""67209.258""","=""3d7.(2P).4s""","=""c 3P""","=""1""","=""3d7.(2P).4p""","=""z 1D*""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.67248""","=""0.00002""","=""238.672476""","=""0.000013""","=""130000""","=""2.4e+08""",C+,"=""21624.528""","=""63510.180""","=""3d7.(2G).4s""","=""a 3G""","=""5""","=""3d7.(2G).4p""","=""y 3F*""","=""4""",11,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.69415""","=""0.00002""","=""238.694133""","=""0.000012""","=""2300""","=""7.e+07""",D,"=""50036.348""","=""91918.200""","=""3d7.(4F).4p""","=""z 3G*""","=""3""","=""3d7.(4F).4d""","=""e 3G""","=""4""",7,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.71398""","=""0.00007""","=""238.71402""","=""0.00004""","=""620""","=""1.3e+06""",E,"=""65657.249""","=""107535.612""","=""3d7.(4P).4p""","=""y 3P*""","=""1""","=""3d7.(2D2).5s""","=""3D""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.84344""","=""0.00004""","=""238.843398""","=""0.000017""","=""550""","=""1.5e+07""",D,"=""72008.912""","=""113864.592""","=""3d7.(2H).4p""","=""y 3H*""","=""4""","=""3d7.(2H).4d""","=""1H""","=""5""",9,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.87433""","=""0.00003""","=""238.874328""","=""0.000023""","=""2600""","=""1.04e+08""",C+,"=""72535.108""","=""114385.369""","=""3d7.(2D2).4p""","=""y 1F*""","=""3""","=""3d7.(2D2).4d""","=""1F""","=""3""",7,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""238.89171""","=""0.00002""","=""238.89170""","=""0.00006""","=""220000""","=""2.80e+08""",B,"=""3350.494""","=""45197.711""","=""3d7.(4F).4s""","=""a 5F""","=""5""","=""3d7.(4F).4p""","=""z 5F*""","=""5""",11,11,,"=""T4776""","=""L9429c118""",
Co,2,"=""238.95399""","=""0.00002""","=""238.953779""","=""0.000017""","=""33000bl(Co I)""","=""1.50e+08""",C+,"=""4950.062""","=""46786.409""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d7.(4F).4p""","=""z 5F*""","=""1""",5,3,,"=""T4776""","=""L9429c118""",
Co,3,"=""""","=""""","=""238.9641""","=""0.0008""","=""""","=""2.1e+00""",C,"=""15202.56""","=""57037.093""","=""3d7""","=""a 4P""","=""5/2""","=""3d6.(5D).4s""","=""a 4D""","=""1/2""",6,2,E2,"=""u37""","=""""",
Co,2,"=""239.00562""","=""0.00012""","=""239.00559""","=""0.00003""","=""390bl(Co I)""","=""1.2e+07""",D,"=""73147.041""","=""114974.320""","=""3d7.(2H).4p""","=""y 1G*""","=""4""","=""3d7.(2D2).4d""","=""1G""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.16547""","=""0.00005""","=""239.16550""","=""0.00004""","=""390""","=""9.e+06""",D,"=""69637.023""","=""111436.337""","=""3d7.(2D2).4p""","=""w 3D*""","=""2""","=""""","=""111436""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.17086""","=""0.00011""","=""239.170772""","=""0.000017""","=""130""","=""1.4e+05""",E,"=""63792.717""","=""105591.110""","=""3d7.(2G).4p""","=""z 3H*""","=""4""","=""3d6.4s2""","=""1G1""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
Co,3,"=""""","=""""","=""239.1786""","=""0.0023""","=""""","=""4.0e-01""",C,"=""15428.57""","=""57225.6""","=""3d7""","=""a 4P""","=""3/2""","=""3d7""","=""b 2D1""","=""3/2""",4,4,M1+E2,"=""u37""","=""""",
Co,1,"=""""","=""""","=""239.2027""","=""""","=""""","=""4.0e+07""",D,"=""1406.84""","=""43199.65""","=""3p6.3d7.4s2""","=""a 4F""","=""5/2""","=""3p6.3d7.(4F).4s.4p.(1P*)""","=""x 4G*""","=""5/2""",6,6,,"=""T4223""","=""""",
Co,2,"=""239.25676""","=""0.00002""","=""239.256754""","=""0.000011""","=""36000""","=""4.9e+07""",D,"=""22009.344""","=""63792.717""","=""3d7.(2G).4s""","=""a 3G""","=""4""","=""3d7.(2G).4p""","=""z 3H*""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.31873""","=""0.00015""","=""239.31861""","=""0.00003""","=""140""","=""3.4e+06""",D,"=""66017.647""","=""107790.221""","=""3d7.(2G).4p""","=""z 1F*""","=""3""","=""3d7.(2G).4d""","=""3G""","=""4""",7,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.39044""","=""0.00002""","=""239.390430""","=""0.000013""","=""5200""","=""1.00e+07""",B,"=""4560.789""","=""46320.832""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d7.(4F).4p""","=""z 5D*""","=""4""",7,9,,"=""T4776""","=""L9429c118""",
Co,2,"=""239.43523""","=""0.00002""","=""239.435247""","=""0.000023""","=""3900""","=""2.4e+08""",C+,"=""65657.249""","=""107409.476""","=""3d7.(4P).4p""","=""y 3P*""","=""1""","=""3d7.(4P).4d""","=""3D""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.46684""","=""0.00010""","=""239.466812""","=""0.000011""","=""130""","=""2.1e+06""",D,"=""48556.052""","=""90302.776""","=""3d7.(4F).4p""","=""z 3G*""","=""5""","=""3d7.(4F).4d""","=""e 5G""","=""6""",11,13,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.51157""","=""0.00004""","=""239.511612""","=""0.000015""","=""420""","=""1.2e+07""",D,"=""50381.724""","=""92120.640""","=""3d7.(4F).4p""","=""z 3F*""","=""3""","=""3d7.(4F).4d""","=""e 5H""","=""4""",7,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.55168""","=""0.00002""","=""239.551658""","=""0.000023""","=""22000*""","=""2.5e+08""",C+,"=""27585.138""","=""69317.077""","=""3d7.(2P).4s""","=""a 1P""","=""1""","=""3d7.(2D2).4p""","=""w 3D*""","=""1""",3,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.55168""","=""0.00002""","=""239.551807""","=""0.000023""","=""22000*""","=""2.0e+06""",D,"=""71702.960""","=""113434.873""","=""3d7.(2H).4p""","=""y 3H*""","=""5""","=""3d7.(2H).4d""","=""3K""","=""6""",11,13,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.55569""","=""0.00002""","=""239.55566""","=""0.00003""","=""2000""","=""8.e+07""",D,"=""72654.127""","=""114385.369""","=""3d7.(2D2).4p""","=""y 1D*""","=""2""","=""3d7.(2D2).4d""","=""1F""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.58851""","=""0.00002""","=""239.588507""","=""0.000023""","=""1700""","=""2.3e+08""",C+,"=""50914.325""","=""92639.846""","=""3d7.(4F).4p""","=""z 3F*""","=""2""","=""3d7.(4F).4d""","=""e 3D""","=""1""",5,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.61505""","=""0.00003""","=""239.615052""","=""0.000023""","=""1500""","=""2.2e+08""",D,"=""52684.634""","=""94405.533""","=""3d7.(4F).4p""","=""z 3D*""","=""1""","=""3d7.(4F).4d""","=""e 3P""","=""1""",3,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.62905""","=""0.00016""","=""239.629240""","=""0.000023""","=""140""","=""1.7e+06""",D,"=""67524.021""","=""109242.450""","=""3d7.(2P).4p""","=""x 3D*""","=""3""","=""3d7.(2G).4d""","=""3F""","=""2""",7,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.64514""","=""0.00002""","=""239.645147""","=""0.000017""","=""3200""","=""1.9e+08""",C+,"=""72008.912""","=""113724.572""","=""3d7.(2H).4p""","=""y 3H*""","=""4""","=""3d7.(2H).4d""","=""3G""","=""3""",9,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.66247""","=""0.00002""","=""239.662470""","=""0.000017""","=""1600""","=""2.2e+08""",D,"=""65511.991""","=""107224.636""","=""3d7.(4P).4p""","=""y 3P*""","=""0""","=""3d7.(4P).4d""","=""3D""","=""1""",1,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.67288""","=""0.00002""","=""239.673009""","=""0.000010""","=""1300p*""","=""6.e+07""",D,"=""49697.683""","=""91408.494""","=""3d7.(4F).4p""","=""z 3F*""","=""4""","=""3d7.(4F).4d""","=""e 3D""","=""3""",9,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.67824""","=""0.00002""","=""239.67769""","=""0.00005""","=""2600p""","=""8.e+06""",D,"=""73144.338""","=""114854.335""","=""3d7.(2D2).4p""","=""x 3P*""","=""1""","=""3d7.(2D2).4d""","=""3D""","=""1""",3,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.71600""","=""0.00009""","=""239.715943""","=""0.000017""","=""320""","=""1.4e+07""",D,"=""67209.258""","=""108912.599""","=""3d7.(2P).4p""","=""z 1D*""","=""2""","=""3d7.(2G).4d""","=""1D""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.73855""","=""0.00002""","=""239.738554""","=""0.000013""","=""130000""","=""2.4e+08""",C+,"=""9812.860""","=""51512.268""","=""3d7.(4F).4s""","=""b 3F""","=""4""","=""3d7.(4F).4p""","=""z 3D*""","=""3""",9,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.83777""","=""0.00002""","=""239.837777""","=""0.000013""","=""48000""","=""6.5e+07""",C+,"=""21624.528""","=""63306.686""","=""3d7.(2G).4s""","=""a 3G""","=""5""","=""3d7.(2G).4p""","=""z 3H*""","=""5""",11,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.86859""","=""0.00004""","=""239.86875""","=""0.00006""","=""390""","=""3.5e+07""",D,"=""71846.441""","=""113523.218""","=""3d7.(2D2).4p""","=""x 3P*""","=""2""","=""3d7.(2D2).4d""","=""3D""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.89841""","=""0.00014""","=""239.898530""","=""0.000023""","=""190""","=""7.e+06""",D,"=""64914.630""","=""106586.233""","=""3d7.(4P).4p""","=""y 3P*""","=""2""","=""3d7.(4P).4d""","=""5D""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.93402""","=""0.00007""","=""239.93382""","=""0.00007""","=""100""","=""2.9e+06""",D,"=""69059.933""","=""110725.407""","=""3d7.(2D2).4p""","=""w 3D*""","=""3""","=""3d7.(2P).4d""","=""3F""","=""4""",7,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.94698""","=""0.00002""","=""239.946982""","=""0.000013""","=""1300""","=""1.3e+08""",D,"=""50381.724""","=""92044.913""","=""3d7.(4F).4p""","=""z 3F*""","=""3""","=""3d7.(4F).4d""","=""e 3D""","=""2""",7,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""239.99871""","=""0.00002""","=""239.998715""","=""0.000013""","=""7100""","=""2.4e+08""",C+,"=""66017.647""","=""107671.856""","=""3d7.(2G).4p""","=""z 1F*""","=""3""","=""3d7.(2G).4d""","=""1F""","=""3""",7,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.0351""","=""0.0010""","=""240.0336""","=""0.0006""","=""710""","=""1.0e+06""",D,"=""40695.028""","=""82343.19""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d6.(5D).4s.4p""","=""y 5F*""","=""4""",9,9,,"=""T6999""","=""L4687c119""",
Co,2,"=""240.06259""","=""0.00004""","=""240.062680""","=""0.000014""","=""270""","=""7.e+06""",D,"=""48556.052""","=""90199.163""","=""3d7.(4F).4p""","=""z 3G*""","=""5""","=""3d7.(4F).4d""","=""f 5F""","=""4""",11,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.1329""","=""0.0010""","=""240.132581""","=""0.000023""","=""710""","=""7.e+06""",D,"=""50036.348""","=""91667.338""","=""3d7.(4F).4p""","=""z 3G*""","=""3""","=""3d7.(4F).4d""","=""e 5G""","=""3""",7,7,,"=""T6999""","=""L4687c119""",
Co,2,"=""240.1426""","=""""","=""240.142624""","=""0.000014""","=""3500bl:""","=""1.25e+08""",C+,"=""49697.683""","=""91326.932""","=""3d7.(4F).4p""","=""z 3F*""","=""4""","=""3d7.(4F).4d""","=""e 3G""","=""5""",9,11,,"=""T6999""","=""L9429c119""",
Co,2,"=""240.19125""","=""0.00008""","=""240.191331""","=""0.000023""","=""350""","=""7.e+06""",D,"=""67209.258""","=""108830.066""","=""3d7.(2P).4p""","=""z 1D*""","=""2""","=""3d7.(2G).4d""","=""3F""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,1,"=""240.206""","=""""","=""240.2062""","=""""","=""1100bl""","=""5.1e+07""",C,"=""816.00""","=""42434.23""","=""3p6.3d7.4s2""","=""a 4F""","=""7/2""","=""3p6.3d7.(4F).4s.4p.(1P*)""","=""x 4F*""","=""5/2""",8,6,,"=""T4223""","=""L3475""",
Co,3,"=""""","=""""","=""240.2623""","=""0.0008""","=""""","=""1.9e+01""",C,"=""15428.57""","=""57037.093""","=""3d7""","=""a 4P""","=""3/2""","=""3d6.(5D).4s""","=""a 4D""","=""1/2""",4,2,E2,"=""u37""","=""""",
Co,2,"=""240.27306""","=""0.00006""","=""240.27297""","=""0.00005""","=""480""","=""2.5e+07""",D,"=""72654.127""","=""114260.795""","=""3d7.(2D2).4p""","=""y 1D*""","=""2""","=""3d7.(2D2).4d""","=""3D""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.27881""","=""0.00002""","=""240.27882""","=""0.00003""","=""2600""","=""2.1e+08""",C+,"=""50914.325""","=""92519.979""","=""3d7.(4F).4p""","=""z 3F*""","=""2""","=""3d7.(4F).4d""","=""e 3G""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.32427""","=""0.00007""","=""240.32413""","=""0.00009""","=""450""","=""4.8e+07""",D,"=""72654.127""","=""114251.937""","=""3d7.(2D2).4p""","=""y 1D*""","=""2""","=""3d7.(2D2).4d""","=""3S""","=""1""",5,3,,"=""T6999""","=""L9429c118""",
Co,3,"=""""","=""""","=""240.3555""","=""0.0008""","=""""","=""7.3e+00""",C,"=""15202.56""","=""56794.941""","=""3d7""","=""a 4P""","=""5/2""","=""3d6.(5D).4s""","=""a 4D""","=""3/2""",6,4,E2,"=""u37""","=""""",
Co,2,"=""240.36790""","=""0.00002""","=""240.36790""","=""0.00003""","=""7400""","=""2.3e+08""",C+,"=""71403.644""","=""112993.881""","=""3d7.(2H).4p""","=""y 3H*""","=""6""","=""3d7.(2H).4d""","=""3G""","=""5""",13,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.37925""","=""0.00002""","=""240.379232""","=""0.000023""","=""21000""","=""1.9e+08""",D,"=""29268.777""","=""70857.053""","=""3d7.(2D2).4s""","=""a 3D""","=""1""","=""3d7.(2P).4p""","=""z 1P*""","=""1""",3,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.39996""","=""0.00003""","=""240.399992""","=""0.000023""","=""1100""","=""4.4e+07""",D,"=""71846.441""","=""113431.126""","=""3d7.(2D2).4p""","=""x 3P*""","=""2""","=""3d7.(4F).5d""","=""3P""","=""1""",5,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.41072""","=""0.00002""","=""240.410722""","=""0.000010""","=""32000""","=""9.e+07""",D,"=""24074.420""","=""65657.249""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(4P).4p""","=""y 3P*""","=""1""",5,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.41719""","=""0.00002""","=""240.417187""","=""0.000018""","=""26000""","=""1.50e+08""",C+,"=""5204.698""","=""46786.409""","=""3d7.(4F).4s""","=""a 5F""","=""1""","=""3d7.(4F).4p""","=""z 5F*""","=""1""",3,3,,"=""T4776""","=""L9429c118""",
Co,2,"=""240.45278""","=""0.00002""","=""240.452759""","=""0.000018""","=""48000""","=""3.1e+08""",C+,"=""27484.373""","=""69059.933""","=""3d7.(2D2).4s""","=""a 3D""","=""3""","=""3d7.(2D2).4p""","=""w 3D*""","=""3""",7,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.47313""","=""0.00005""","=""240.473114""","=""0.000018""","=""1000""","=""2.0e+08""",C+,"=""71702.960""","=""113275.001""","=""3d7.(2H).4p""","=""y 3H*""","=""5""","=""3d7.(2H).4d""","=""3G""","=""4""",11,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.49186""","=""0.00004""","=""240.491841""","=""0.000018""","=""510""","=""2.0e+07""",D,"=""70857.053""","=""112425.857""","=""3d7.(2P).4p""","=""z 1P*""","=""1""","=""3d7.(4F).5d""","=""3D""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.50008""","=""0.00004""","=""240.500040""","=""0.000023""","=""350""","=""9.e+07""",D,"=""65657.249""","=""107224.636""","=""3d7.(4P).4p""","=""y 3P*""","=""1""","=""3d7.(4P).4d""","=""3D""","=""1""",3,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.61645""","=""0.00003""","=""240.61653""","=""0.00003""","=""710""","=""2.2e+07""",D,"=""50381.724""","=""91928.989""","=""3d7.(4F).4p""","=""z 3F*""","=""3""","=""3d7.(4F).4d""","=""e 5G""","=""2""",7,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.64488""","=""0.00005""","=""240.64495""","=""0.00004""","=""510""","=""6.e+07""",D,"=""69317.077""","=""110859.436""","=""3d7.(2D2).4p""","=""w 3D*""","=""1""","=""3d7.(2P).4d""","=""3P""","=""1""",3,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.67904""","=""0.00002""","=""240.679032""","=""0.000012""","=""3500""","=""1.7e+08""",C+,"=""50381.724""","=""91918.200""","=""3d7.(4F).4p""","=""z 3F*""","=""3""","=""3d7.(4F).4d""","=""e 3G""","=""4""",7,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.71282""","=""0.00002""","=""240.712844""","=""0.000018""","=""1700""","=""7.e+07""",D,"=""65408.365""","=""106939.007""","=""3d7.(2P).4p""","=""z 3P*""","=""2""","=""3d7.(4P).4d""","=""3D""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,1,"=""240.725""","=""""","=""240.7251""","=""""","=""5300""","=""3.6e+08""",C,"=""0.00""","=""41528.53""","=""3p6.3d7.4s2""","=""a 4F""","=""9/2""","=""3p6.3d7.(4F).4s.4p.(1P*)""","=""x 4G*""","=""11/2""",10,12,,"=""T4223""","=""L3475""",
