element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
Co,2,"=""240.74468""","=""0.00002""","=""240.744676""","=""0.000011""","=""45000""","=""2.4e+08""",C+,"=""28111.872""","=""69637.023""","=""3d7.(2D2).4s""","=""a 3D""","=""2""","=""3d7.(2D2).4p""","=""w 3D*""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.76646""","=""0.00002""","=""240.766461""","=""0.000011""","=""110000""","=""2.4e+08""",C+,"=""10708.331""","=""52229.725""","=""3d7.(4F).4s""","=""b 3F""","=""3""","=""3d7.(4F).4p""","=""z 3D*""","=""2""",7,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.79421""","=""0.00017""","=""240.7946""","=""0.0003""","=""230""","=""7.e+06""",D,"=""69059.933""","=""110576.48""","=""3d7.(2D2).4p""","=""w 3D*""","=""3""","=""3d7.(2P).4d""","=""3D""","=""3""",7,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.83337""","=""0.00003""","=""240.833372""","=""0.000023""","=""1100""","=""9.e+07""",D,"=""65408.365""","=""106918.224""","=""3d7.(2P).4p""","=""z 3P*""","=""2""","=""3d7.(4P).4d""","=""3P""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.84137""","=""0.00002""","=""240.841385""","=""0.000018""","=""160000""","=""3.3e+08""",C+,"=""27105.744""","=""68614.222""","=""3d7.(2H).4s""","=""a 3H""","=""6""","=""3d7.(2H).4p""","=""z 3I*""","=""7""",13,15,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.85523""","=""0.00002""","=""240.855231""","=""0.000018""","=""39000""","=""1.9e+08""",C+,"=""29268.777""","=""70774.869""","=""3d7.(2D2).4s""","=""a 3D""","=""1""","=""3d7.(2D2).4p""","=""x 3F*""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.87528""","=""0.00002""","=""240.875278""","=""0.000012""","=""28000""","=""7.4e+07""",B,"=""4950.062""","=""46452.700""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d7.(4F).4p""","=""z 5F*""","=""2""",5,5,,"=""T6135""","=""L9429c118""",
Co,2,"=""240.88574""","=""0.00002""","=""240.885737""","=""0.000011""","=""14000""","=""2.5e+07""",D,"=""22009.344""","=""63510.180""","=""3d7.(2G).4s""","=""a 3G""","=""4""","=""3d7.(2G).4p""","=""y 3F*""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.92882""","=""0.00003""","=""240.928817""","=""0.000018""","=""1500""","=""4.0e+07""",D,"=""70857.053""","=""112350.469""","=""3d7.(2P).4p""","=""z 1P*""","=""1""","=""3d7.(2P).4d""","=""1D""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.93928""","=""0.00002""","=""240.938933""","=""0.000018""","=""4200*""","=""8.e+07""",D,"=""50914.325""","=""92405.999""","=""3d7.(4F).4p""","=""z 3F*""","=""2""","=""3d7.(4F).4d""","=""e 5H""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.93928""","=""0.00002""","=""240.94029""","=""0.00003""","=""4200*""","=""2.0e+08""",C+,"=""63344.333""","=""104835.774""","=""3d7.(4P).4p""","=""z 5P*""","=""3""","=""3d7.(4P).4d""","=""5P""","=""3""",7,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""240.9762""","=""0.0003""","=""240.97651""","=""0.00003""","=""160""","=""1.4e+07""",D,"=""65016.915""","=""106502.120""","=""3d7.(2G).4p""","=""y 3F*""","=""2""","=""3d7.(4P).4d""","=""3F""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""241.07382""","=""0.00005""","=""241.07393""","=""0.00003""","=""320""","=""5.e+07""",D,"=""63367.333""","=""104835.774""","=""3d7.(4P).4p""","=""z 5P*""","=""2""","=""3d7.(4P).4d""","=""5P""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""241.1538""","=""""","=""241.15376""","=""0.00003""","=""420bl(Co I):""","=""1.9e+08""",C+,"=""31199.412""","=""72654.127""","=""3d7.(2D2).4s""","=""b 1D""","=""2""","=""3d7.(2D2).4p""","=""y 1D*""","=""2""",5,5,,"=""T6999""","=""L9429c119""",
Co,2,"=""241.1575""","=""""","=""241.157459""","=""0.000023""","=""1000bl(Co I):""","=""2.9e+08""",C+,"=""27902.161""","=""69356.240""","=""3d7.(2H).4s""","=""a 3H""","=""4""","=""3d7.(2H).4p""","=""x 3G*""","=""3""",9,7,,"=""T6999""","=""L9429c119""",
Co,2,"=""241.18877""","=""0.00002""","=""241.188775""","=""0.000014""","=""2100""","=""1.9e+08""",C+,"=""52229.725""","=""93678.422""","=""3d7.(4F).4p""","=""z 3D*""","=""2""","=""3d7.(4F).4d""","=""e 3P""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""241.22930""","=""0.00004""","=""241.229273""","=""0.000018""","=""1700""","=""6.e+06""",D,"=""30567.173""","=""72008.912""","=""3d7.(2H).4s""","=""a 1H""","=""5""","=""3d7.(2H).4p""","=""y 3H*""","=""4""",11,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""241.23195""","=""0.00003""","=""241.231963""","=""0.000018""","=""2600""","=""6.e+07""",D,"=""70265.915""","=""111707.192""","=""3d7.(2P).4p""","=""y 3S*""","=""1""","=""3d7.(2P).4d""","=""1P""","=""1""",3,3,,"=""T6999""","=""L9429c118""",
Co,1,"=""241.276""","=""""","=""241.2765""","=""""","=""1600""","=""6.5e+07""",C,"=""1809.33""","=""43242.95""","=""3p6.3d7.4s2""","=""a 4F""","=""3/2""","=""3p6.3d7.(4P).4s.4p.(3P*)""","=""w 4D*""","=""5/2""",4,6,,"=""T4223""","=""L3475""",
Co,2,"=""241.37676""","=""0.00011""","=""241.37655""","=""0.00003""","=""140""","=""3.2e+06""",D,"=""71403.644""","=""112820.099""","=""3d7.(2H).4p""","=""y 3H*""","=""6""","=""3d7.(2H).4d""","=""3K""","=""7""",13,15,,"=""T6999""","=""L9429c118""",
Co,3,"=""""","=""""","=""241.3955""","=""0.0008""","=""""","=""2.4e+00""",C,"=""37022.42""","=""78435.621""","=""3d7""","=""a 2F""","=""5/2""","=""3d6.(3P2).4s""","=""b 2P""","=""1/2""",6,2,E2,"=""u37""","=""""",
Co,2,"=""241.40209""","=""0.00003""","=""241.402129""","=""0.000014""","=""1500""","=""3.5e+07""",D,"=""73147.041""","=""114559.108""","=""3d7.(2H).4p""","=""y 1G*""","=""4""","=""3d7.(2H).4d""","=""3H""","=""5""",9,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""241.40692""","=""0.00002""","=""241.406909""","=""0.000011""","=""38000""","=""7.2e+07""",B+,"=""4560.789""","=""45972.036""","=""3d7.(4F).4s""","=""a 5F""","=""3""","=""3d7.(4F).4p""","=""z 5F*""","=""3""",7,7,,"=""T4776""","=""L9429c118""",
Co,1,"=""241.446""","=""""","=""241.4457""","=""""","=""4800""","=""3.4e+08""",C,"=""1406.84""","=""42811.44""","=""3p6.3d7.4s2""","=""a 4F""","=""5/2""","=""3p6.3d7.(4F).4s.4p.(1P*)""","=""x 4G*""","=""7/2""",6,8,,"=""T4223""","=""L3475""",
Co,2,"=""241.47673""","=""0.00010""","=""241.476772""","=""0.000023""","=""510""","=""2.6e+06""",D,"=""71403.644""","=""112802.911""","=""3d7.(2H).4p""","=""y 3H*""","=""6""","=""3d7.(4F).5d""","=""3H""","=""5""",13,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""241.52033""","=""0.00010""","=""241.520168""","=""0.000023""","=""260""","=""1.7e+06""",D,"=""66017.647""","=""107409.476""","=""3d7.(2G).4p""","=""z 1F*""","=""3""","=""3d7.(4P).4d""","=""3D""","=""2""",7,5,,"=""T6999""","=""L9429c118""",
Co,1,"=""241.530""","=""""","=""241.5290""","=""""","=""4800""","=""3.6e+08""",C+,"=""1809.33""","=""43199.65""","=""3p6.3d7.4s2""","=""a 4F""","=""3/2""","=""3p6.3d7.(4F).4s.4p.(1P*)""","=""x 4G*""","=""5/2""",4,6,,"=""T4223""","=""L3475""",
Co,2,"=""241.5316""","=""""","=""241.531618""","=""0.000013""","=""89000bl(Co I):""","=""5.2e+07""",D,"=""24267.382""","=""65657.249""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(4P).4p""","=""y 3P*""","=""1""",3,3,,"=""T6999""","=""L9429c119""",
Co,2,"=""241.57898""","=""0.00003""","=""241.578063""","=""0.000023""","=""1100bl(Co II)*""","=""2.5e+06""",D,"=""73147.041""","=""114528.951""","=""3d7.(2H).4p""","=""y 1G*""","=""4""","=""3d7.(2H).4d""","=""3H""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""241.57898""","=""0.00003""","=""241.57868""","=""0.00005""","=""1100bl(Co II)*""","=""8.e+07""",D,"=""73472.531""","=""114854.335""","=""3d7.(2D2).4p""","=""x 3P*""","=""0""","=""3d7.(2D2).4d""","=""3D""","=""1""",1,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""241.59922""","=""0.00002""","=""241.599223""","=""0.000012""","=""180000""","=""2.4e+08""",C+,"=""22414.431""","=""63792.717""","=""3d7.(2G).4s""","=""a 3G""","=""3""","=""3d7.(2G).4p""","=""z 3H*""","=""4""",7,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""241.62168""","=""0.00002""","=""241.621683""","=""0.000014""","=""83000""","=""3.0e+08""",C+,"=""27468.988""","=""68843.428""","=""3d7.(2H).4s""","=""a 3H""","=""5""","=""3d7.(2H).4p""","=""x 3G*""","=""4""",11,9,,"=""T6999""","=""L9429c118""",
Co,3,"=""""","=""""","=""241.6688""","=""0.0008""","=""""","=""8.1e+00""",C,"=""15428.57""","=""56794.941""","=""3d7""","=""a 4P""","=""3/2""","=""3d6.(5D).4s""","=""a 4D""","=""3/2""",4,4,E2,"=""u37""","=""""",
Co,2,"=""241.68984""","=""0.00002""","=""241.689835""","=""0.000018""","=""96000""","=""3.1e+08""",C+,"=""11321.860""","=""52684.634""","=""3d7.(4F).4s""","=""b 3F""","=""2""","=""3d7.(4F).4p""","=""z 3D*""","=""1""",5,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""241.7033""","=""""","=""241.703340""","=""0.000024""","=""13000bl:""","=""1.8e+07""",D,"=""27468.988""","=""68829.451""","=""3d7.(2H).4s""","=""a 3H""","=""5""","=""3d7.(2H).4p""","=""z 3I*""","=""5""",11,11,,"=""T6999""","=""L9429c119""",
Co,2,"=""241.7659""","=""""","=""241.765873""","=""0.000018""","=""61000bl:""","=""8.5e+07""",B+,"=""4028.988""","=""45378.754""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d7.(4F).4p""","=""z 5F*""","=""4""",9,9,,"=""T4776""","=""L9429c119""",
Co,2,"=""241.7694""","=""""","=""241.769416""","=""0.000014""","=""6400bl:""","=""3.6e+07""",D,"=""49348.304""","=""90697.464""","=""3d7.(4F).4p""","=""z 3G*""","=""4""","=""3d7.(4F).4d""","=""e 5G""","=""5""",9,11,,"=""T6999""","=""L9429c119""",
Co,2,"=""241.84817""","=""0.00002""","=""241.848172""","=""0.000015""","=""24000""","=""2.7e+08""",C+,"=""31199.412""","=""72535.108""","=""3d7.(2D2).4s""","=""b 1D""","=""2""","=""3d7.(2D2).4p""","=""y 1F*""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""241.85841""","=""0.00002""","=""241.858418""","=""0.000012""","=""35000""","=""4.3e+07""",D,"=""24074.420""","=""65408.365""","=""3d7.(4P).4s""","=""b 3P""","=""2""","=""3d7.(2P).4p""","=""z 3P*""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""241.86805""","=""0.00006""","=""241.86810""","=""0.00003""","=""350""","=""1.1e+08""",D,"=""63344.333""","=""104676.623""","=""3d7.(4P).4p""","=""z 5P*""","=""3""","=""3d7.(4P).4d""","=""5P""","=""2""",7,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""241.96044""","=""0.00012""","=""241.960358""","=""0.000018""","=""320""","=""9.e+06""",D,"=""50036.348""","=""91352.880""","=""3d7.(4F).4p""","=""z 3G*""","=""3""","=""3d7.(4F).4d""","=""e 5G""","=""4""",7,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""241.9798""","=""0.0010""","=""241.9801""","=""0.0005""","=""1900""","=""2.1e+06""",D,"=""41314.150""","=""82627.31""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.(5D).4s.4p""","=""y 5F*""","=""3""",7,7,,"=""T6999""","=""L4687c119""",
Co,2,"=""242.07280""","=""0.00002""","=""242.072800""","=""0.000012""","=""160000""","=""2.2e+08""",C+,"=""22009.344""","=""63306.686""","=""3d7.(2G).4s""","=""a 3G""","=""4""","=""3d7.(2G).4p""","=""z 3H*""","=""5""",9,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""242.11021""","=""0.00006""","=""242.11045""","=""0.00004""","=""110""","=""7.e+06""",D,"=""71702.960""","=""112993.881""","=""3d7.(2H).4p""","=""y 3H*""","=""5""","=""3d7.(2H).4d""","=""3G""","=""5""",11,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""242.14153""","=""0.00006""","=""242.141571""","=""0.000024""","=""290""","=""1.4e+07""",D,"=""50381.724""","=""91667.338""","=""3d7.(4F).4p""","=""z 3F*""","=""3""","=""3d7.(4F).4d""","=""e 5G""","=""3""",7,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""242.2031""","=""0.0010""","=""242.2025""","=""0.0007""","=""7600""","=""1.2e+07""",D,"=""40695.028""","=""81970.25""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d6.(5D).4s.4p""","=""y 5F*""","=""5""",9,11,,"=""T6999""","=""L4687c119""",
Co,2,"=""242.28620""","=""0.00007""","=""242.28618""","=""0.00003""","=""280""","=""5.e+06""",D,"=""65657.249""","=""106918.224""","=""3d7.(4P).4p""","=""y 3P*""","=""1""","=""3d7.(4P).4d""","=""3P""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""242.30520""","=""0.00003""","=""242.305182""","=""0.000024""","=""950""","=""1.4e+08""",D,"=""65657.249""","=""106914.988""","=""3d7.(4P).4p""","=""y 3P*""","=""1""","=""3d7.(4P).4d""","=""3P""","=""0""",3,1,,"=""T6999""","=""L9429c118""",
Co,2,"=""242.36239""","=""0.00002""","=""242.362385""","=""0.000014""","=""7300""","=""2.1e+07""",C,"=""5204.698""","=""46452.700""","=""3d7.(4F).4s""","=""a 5F""","=""1""","=""3d7.(4F).4p""","=""z 5F*""","=""2""",3,5,,"=""T6135""","=""L9429c118""",
Co,2,"=""242.37550""","=""0.00002""","=""242.375501""","=""0.000014""","=""28000""","=""8.e+07""",D,"=""24411.479""","=""65657.249""","=""3d7.(4P).4s""","=""b 3P""","=""0""","=""3d7.(4P).4p""","=""y 3P*""","=""1""",1,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""242.38241""","=""0.00002""","=""242.382324""","=""0.000018""","=""12000*""","=""1.1e+08""",D,"=""24267.382""","=""65511.991""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(4P).4p""","=""y 3P*""","=""0""",3,1,,"=""T6999""","=""L9429c118""",
Co,2,"=""242.38241""","=""0.00002""","=""242.383741""","=""0.000018""","=""12000*""","=""2.3e+06""",D,"=""28111.872""","=""69356.240""","=""3d7.(2D2).4s""","=""a 3D""","=""2""","=""3d7.(2H).4p""","=""x 3G*""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""242.41922""","=""0.00012""","=""242.419244""","=""0.000024""","=""570""","=""3.0e+07""",D,"=""73147.041""","=""114385.369""","=""3d7.(2H).4p""","=""y 1G*""","=""4""","=""3d7.(2D2).4d""","=""1F""","=""3""",9,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""242.47010""","=""0.00003""","=""242.470090""","=""0.000018""","=""1100""","=""3.6e+07""",D,"=""73147.041""","=""114376.722""","=""3d7.(2H).4p""","=""y 1G*""","=""4""","=""3d7.(2H).4d""","=""3I""","=""5""",9,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""242.48150""","=""0.00008""","=""242.48161""","=""0.00004""","=""350""","=""5.e+07""",D,"=""70265.915""","=""111493.638""","=""3d7.(2P).4p""","=""y 3S*""","=""1""","=""3d7.(2P).4d""","=""3F""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,1,"=""242.493""","=""""","=""242.4932""","=""""","=""4100""","=""3.2e+08""",C,"=""0.00""","=""41225.76""","=""3p6.3d7.4s2""","=""a 4F""","=""9/2""","=""3p6.3d7.(4F).4s.4p.(1P*)""","=""x 4F*""","=""9/2""",10,10,,"=""T4223""","=""L3475""",
Co,2,"=""242.52785""","=""0.00005""","=""242.52788""","=""0.00004""","=""310""","=""1.2e+08""",D,"=""63367.333""","=""104587.191""","=""3d7.(4P).4p""","=""z 5P*""","=""2""","=""3d7.(4P).4d""","=""5P""","=""1""",5,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""242.61334""","=""0.00003""","=""242.613163""","=""0.000024""","=""8900*""","=""1.6e+07""",D,"=""27105.744""","=""68311.113""","=""3d7.(2H).4s""","=""a 3H""","=""6""","=""3d7.(2H).4p""","=""z 3I*""","=""6""",13,13,,"=""T6999""","=""L9429c118""",
Co,2,"=""242.61334""","=""0.00003""","=""242.614129""","=""0.000018""","=""8900*""","=""1.7e+07""",D,"=""28111.872""","=""69317.077""","=""3d7.(2D2).4s""","=""a 3D""","=""2""","=""3d7.(2D2).4p""","=""w 3D*""","=""1""",5,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""242.62302""","=""0.00005""","=""242.62291""","=""0.00006""","=""700""","=""7.e+07""",D,"=""72654.127""","=""113857.840""","=""3d7.(2D2).4p""","=""y 1D*""","=""2""","=""3d7.(2D2).4d""","=""1P""","=""1""",5,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""242.70518""","=""0.00002""","=""242.705162""","=""0.000018""","=""5700""","=""3.4e+06""",D,"=""64401.359""","=""105591.110""","=""3d7.(2G).4p""","=""z 1G*""","=""4""","=""3d6.4s2""","=""1G1""","=""4""",9,9,,"=""T6999""","=""L9429c118""",
Co,3,"=""""","=""""","=""242.8134""","=""0.0008""","=""""","=""1.20e+01""",C,"=""15202.56""","=""56373.944""","=""3d7""","=""a 4P""","=""5/2""","=""3d6.(5D).4s""","=""a 4D""","=""5/2""",6,6,E2,"=""u37""","=""""",
Co,2,"=""242.82912""","=""0.00003""","=""242.829139""","=""0.000018""","=""5700""","=""7.4e+06""",B+,"=""4028.988""","=""45197.711""","=""3d7.(4F).4s""","=""a 5F""","=""4""","=""3d7.(4F).4p""","=""z 5F*""","=""5""",9,11,,"=""T4776""","=""L9429c118""",
Co,2,"=""242.83695""","=""0.00007""","=""242.83704""","=""0.00005""","=""170""","=""1.0e+07""",D,"=""72654.127""","=""113821.511""","=""3d7.(2D2).4p""","=""y 1D*""","=""2""","=""3d7.(2D2).4d""","=""3F""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,1,"=""""","=""""","=""242.9226""","=""""","=""""","=""4.7e+06""",D,"=""816.00""","=""41968.89""","=""3p6.3d7.4s2""","=""a 4F""","=""7/2""","=""3p6.3d8.(3P).4p""","=""z 4P*""","=""5/2""",8,6,,"=""T4223""","=""""",
Co,2,"=""242.99287""","=""0.00002""","=""242.992883""","=""0.000011""","=""14000""","=""3.4e+07""",D,"=""24267.382""","=""65408.365""","=""3d7.(4P).4s""","=""b 3P""","=""1""","=""3d7.(2P).4p""","=""z 3P*""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""243.05035""","=""0.00005""","=""243.050406""","=""0.000015""","=""1300""","=""2.3e+06""",D,"=""24886.400""","=""66017.647""","=""3d7.(2P).4s""","=""c 3P""","=""2""","=""3d7.(2G).4p""","=""z 1F*""","=""3""",5,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""243.13785""","=""0.00002""","=""243.137840""","=""0.000018""","=""1700""","=""6.e+07""",D,"=""73144.338""","=""114260.795""","=""3d7.(2D2).4p""","=""x 3P*""","=""1""","=""3d7.(2D2).4d""","=""3D""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""""","=""""","=""243.138857""","=""0.000013""","=""m(Co II)""","=""1.7e+06""",D,"=""49348.304""","=""90464.589""","=""3d7.(4F).4p""","=""z 3G*""","=""4""","=""3d7.(4F).4d""","=""e 5P""","=""3""",9,7,,"=""T6999""","=""L4687""",
Co,2,"=""243.19041""","=""0.00006""","=""243.19024""","=""0.00005""","=""260""","=""1.4e+07""",D,"=""73144.338""","=""114251.937""","=""3d7.(2D2).4p""","=""x 3P*""","=""1""","=""3d7.(2D2).4d""","=""3S""","=""1""",3,3,,"=""T6999""","=""L9429c118""",
Co,1,"=""243.221""","=""""","=""243.2209""","=""""","=""3300""","=""2.6e+08""",D,"=""816.00""","=""41918.41""","=""3p6.3d7.4s2""","=""a 4F""","=""7/2""","=""3p6.3d7.(4F).4s.4p.(1P*)""","=""x 4F*""","=""7/2""",8,8,,"=""T4223""","=""L3475""",
Co,2,"=""243.25137""","=""0.00002""","=""243.251373""","=""0.000024""","=""130000""","=""3.0e+08""",C+,"=""27105.744""","=""68203.012""","=""3d7.(2H).4s""","=""a 3H""","=""6""","=""3d7.(2H).4p""","=""x 3G*""","=""5""",13,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""243.26035""","=""0.00003""","=""243.260365""","=""0.000013""","=""9500""","=""1.8e+07""",D,"=""22414.431""","=""63510.180""","=""3d7.(2G).4s""","=""a 3G""","=""3""","=""3d7.(2G).4p""","=""y 3F*""","=""4""",7,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""243.27190""","=""0.00009""","=""243.27217""","=""0.00004""","=""110""","=""1.0e+07""",D,"=""65408.365""","=""106502.120""","=""3d7.(2P).4p""","=""z 3P*""","=""2""","=""3d7.(4P).4d""","=""3F""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""243.2838""","=""0.0010""","=""243.2839""","=""0.0012""","=""1200""","=""2.9e+06""",D,"=""41738.15""","=""82829.93""","=""3d6.4s2""","=""a 5D""","=""2""","=""3d6.(5D).4s.4p""","=""y 5F*""","=""2""",5,5,,"=""T6999""","=""L4687c119""",
Co,2,"=""243.30493""","=""0.00015""","=""243.305003""","=""0.000018""","=""230""","=""4.0e+06""",D,"=""67824.389""","=""108912.599""","=""3d7.(2P).4p""","=""x 3D*""","=""1""","=""3d7.(2G).4d""","=""1D""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""243.40533""","=""0.00005""","=""243.405404""","=""0.000024""","=""470""","=""5.0e+06""",D,"=""71846.441""","=""112917.704""","=""3d7.(2D2).4p""","=""x 3P*""","=""2""","=""3d7.(4F).5d""","=""5G""","=""2""",5,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""243.43329""","=""0.00002""","=""243.433293""","=""0.000018""","=""3100""","=""1.2e+08""",D,"=""70265.915""","=""111332.473""","=""3d7.(2P).4p""","=""y 3S*""","=""1""","=""3d7.(2P).4d""","=""3P""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""243.49840""","=""0.00004""","=""243.498372""","=""0.000010""","=""630""","=""2.0e+07""",D,"=""49697.683""","=""90753.266""","=""3d7.(4F).4p""","=""z 3F*""","=""4""","=""3d7.(4F).4d""","=""f 5F""","=""3""",9,7,,"=""T6999""","=""L9429c118""",
Co,1,"=""""","=""""","=""243.5823""","=""""","=""""","=""1.9e+06""",D,"=""0.00""","=""41041.43""","=""3p6.3d7.4s2""","=""a 4F""","=""9/2""","=""3p6.3d7.(4P).4s.4p.(3P*)""","=""6P*""","=""7/2""",10,8,,"=""T4223""","=""""",
Co,2,"=""243.63029""","=""0.00003""","=""243.630275""","=""0.000024""","=""2300""","=""6.e+06""",D,"=""11651.277""","=""52684.634""","=""3d8""","=""a 1D""","=""2""","=""3d7.(4F).4p""","=""z 3D*""","=""1""",5,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""243.6544""","=""0.0010""","=""243.6559""","=""0.0006""","=""3500""","=""9.e+06""",D,"=""41314.150""","=""82343.19""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d6.(5D).4s.4p""","=""y 5F*""","=""4""",7,9,,"=""T6999""","=""L4687c119""",
Co,1,"=""243.666""","=""""","=""243.6657""","=""""","=""2900""","=""2.6e+08""",D,"=""1406.84""","=""42434.23""","=""3p6.3d7.4s2""","=""a 4F""","=""5/2""","=""3p6.3d7.(4F).4s.4p.(1P*)""","=""x 4F*""","=""5/2""",6,6,,"=""T4223""","=""L3475""",
Co,2,"=""243.69789""","=""0.00002""","=""243.697884""","=""0.000018""","=""7200""","=""1.40e+07""",B,"=""4950.062""","=""45972.036""","=""3d7.(4F).4s""","=""a 5F""","=""2""","=""3d7.(4F).4p""","=""z 5F*""","=""3""",5,7,,"=""T4776""","=""L9429c118""",
Co,2,"=""243.75038""","=""0.00010""","=""243.75072""","=""0.00003""","=""88""","=""1.9e+06""",D,"=""50036.348""","=""91049.431""","=""3d7.(4F).4p""","=""z 3G*""","=""3""","=""3d7.(4F).4d""","=""e 5D""","=""4""",7,9,,"=""T6999""","=""L9429c118""",
Co,2,"=""243.76061""","=""0.00005""","=""243.76054""","=""0.00003""","=""220""","=""6.e+07""",D,"=""63665.192""","=""104676.623""","=""3d7.(4P).4p""","=""z 5P*""","=""1""","=""3d7.(4P).4d""","=""5P""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
Co,2,"=""243.78282""","=""0.00010""","=""243.782651""","=""0.000024""","=""120""","=""5.0e+06""",D,"=""51512.268""","=""92519.979""","=""3d7.(4F).4p""","=""z 3D*""","=""3""","=""3d7.(4F).4d""","=""e 3G""","=""3""",7,7,,"=""T6999""","=""L9429c118""",
Co,2,"=""243.82980""","=""0.00002""","=""243.829806""","=""0.000018""","=""2200""","=""6.4e+07""",C+,"=""49697.683""","=""90697.464""","=""3d7.(4F).4p""","=""z 3F*""","=""4""","=""3d7.(4F).4d""","=""e 5G""","=""5""",9,11,,"=""T6999""","=""L9429c118""",
Co,2,"=""243.84535""","=""0.00005""","=""243.845526""","=""0.000018""","=""270""","=""3.4e+06""",D,"=""29268.777""","=""70265.915""","=""3d7.(2D2).4s""","=""a 3D""","=""1""","=""3d7.(2P).4p""","=""y 3S*""","=""1""",3,3,,"=""T6999""","=""L9429c118""",
Co,2,"=""243.86524""","=""0.00011""","=""243.865455""","=""0.000018""","=""280""","=""1.0e+07""",D,"=""52684.634""","=""93678.422""","=""3d7.(4F).4p""","=""z 3D*""","=""1""","=""3d7.(4F).4d""","=""e 3P""","=""2""",3,5,,"=""T6999""","=""L9429c118""",
